_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
5992,5992,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 12:00,2
5993,5993,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 13:00,1.5
5994,5994,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 14:00,1.5
5995,5995,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 15:00,2
5996,5996,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 16:00,2
5997,5997,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 17:00,2.5
5998,5998,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 18:00,3
5999,5999,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 19:00,3
6000,6000,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 20:00,2.5
6001,6001,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 21:00,2
6002,6002,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 22:00,2
6003,6003,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 23:00,2
6004,6004,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 00:00,4
6005,6005,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 01:00,1.5
6006,6006,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 02:00,2.5
6007,6007,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 03:00,2.5
6008,6008,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 04:00,1
6009,6009,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 05:00,2
6010,6010,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 06:00,4
6011,6011,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 07:00,4
6012,6012,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 08:00,1.5
6013,6013,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 09:00,2
6014,6014,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 10:00,2
6015,6015,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 11:00,3
6016,6016,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 12:00,3.5
6017,6017,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 13:00,3.5
6018,6018,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 14:00,2
6019,6019,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 15:00,1
6020,6020,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 16:00,0.5
6021,6021,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 17:00,0.5
6022,6022,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 18:00,0.5
6023,6023,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 19:00,1
6024,6024,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 20:00,1
6025,6025,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 21:00,1
6026,6026,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-07-2026 23:00,0.5
6027,6027,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 05:00,1.5
6028,6028,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 06:00,3.5
6029,6029,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 07:00,3
6030,6030,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 08:00,1.5
6031,6031,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 09:00,2
6032,6032,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 10:00,2
6033,6033,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 11:00,2.5
6034,6034,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 12:00,1.5
6035,6035,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 13:00,2
6036,6036,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 14:00,2.5
6037,6037,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 15:00,1.5
6038,6038,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 16:00,1
6039,6039,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-07-2026 17:00,1.5
6040,6040,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,01-08-2026 08:00,0.5
6041,6041,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,01-08-2026 20:00,0.5
6042,6042,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,02-08-2026 07:00,0.5
6043,6043,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,02-08-2026 16:00,0.5
6044,6044,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,03-08-2026 02:00,0.5
6045,6045,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,03-08-2026 14:00,0.5
6046,6046,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,04-08-2026 15:00,0.5
6047,6047,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,07-08-2026 09:00,0.5
6048,6048,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,07-08-2026 18:00,0.5
6049,6049,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,08-08-2026 01:00,0.5
6050,6050,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,08-08-2026 11:00,0.5
6051,6051,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,08-08-2026 16:00,0.5
6052,6052,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,08-08-2026 20:00,0.5
6053,6053,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,09-08-2026 01:00,0.5
6054,6054,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,09-08-2026 07:00,0.5
6055,6055,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,09-08-2026 15:00,0.5
6056,6056,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,10-08-2026 00:00,0.5
6057,6057,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,10-08-2026 07:00,0.5
6058,6058,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,10-08-2026 18:00,0.5
6059,6059,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,11-08-2026 03:00,0.5
6060,6060,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,11-08-2026 15:00,0.5
6061,6061,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,12-08-2026 01:00,0.5
6062,6062,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,12-08-2026 12:00,0.5
6063,6063,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,12-08-2026 18:00,0.5
6064,6064,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,12-08-2026 22:00,0.5
6065,6065,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,13-08-2026 02:00,0.5
6066,6066,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,13-08-2026 07:00,0.5
6067,6067,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,13-08-2026 14:00,0.5
6068,6068,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,13-08-2026 21:00,0.5
6069,6069,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,14-08-2026 05:00,0.5
6070,6070,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,14-08-2026 16:00,0.5
6071,6071,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,14-08-2026 23:00,0.5
6072,6072,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,15-08-2026 08:00,0.5
6073,6073,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,15-08-2026 17:00,0.5
6074,6074,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,16-08-2026 01:00,0.5
6075,6075,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,16-08-2026 04:00,0.5
6076,6076,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,16-08-2026 07:00,0.5
6077,6077,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,16-08-2026 15:00,0.5
6078,6078,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,17-08-2026 00:00,0.5
6079,6079,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,17-08-2026 07:00,0.5
6080,6080,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,18-08-2026 11:00,0.5
6081,6081,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,18-08-2026 20:00,0.5
6082,6082,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,19-08-2026 03:00,0.5
6083,6083,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,19-08-2026 11:00,0.5
6084,6084,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,19-08-2026 13:00,0.5
6085,6085,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-08-2026 20:00,0.5
6086,6086,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-08-2026 05:00,0.5
6087,6087,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-08-2026 22:00,0.5
6088,6088,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-08-2026 03:00,0.5
6089,6089,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-08-2026 08:00,0.5
6090,6090,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-08-2026 15:00,0.5
6091,6091,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-08-2026 20:00,0.5
6092,6092,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-08-2026 03:00,0.5
6093,6093,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-08-2026 09:00,0.5
6094,6094,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-08-2026 05:00,0.5
6095,6095,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-08-2026 13:00,0.5
6096,6096,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-08-2026 17:00,0.5
6097,6097,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-08-2026 00:00,0.5
6098,6098,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-08-2026 08:00,0.5
6099,6099,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-08-2026 15:00,0.5
6100,6100,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-08-2026 18:00,0.5
6101,6101,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-08-2026 00:00,0.5
6102,6102,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-08-2026 07:00,0.5
6103,6103,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-08-2026 13:00,0.5
6104,6104,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,29-08-2026 17:00,0.5
6105,6105,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-08-2026 02:00,0.5
6106,6106,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,30-08-2026 09:00,0.5
6107,6107,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,31-08-2026 14:00,0.5
6108,6108,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,31-08-2026 18:00,0.5
6109,6109,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,01-09-2026 00:00,0.5
6110,6110,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,01-09-2026 05:00,0.5
6111,6111,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,01-09-2026 13:00,0.5
6112,6112,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,01-09-2026 20:00,0.5
6113,6113,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,02-09-2026 04:00,0.5
6114,6114,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,02-09-2026 10:00,0.5
6115,6115,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,02-09-2026 15:00,0.5
6116,6116,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,02-09-2026 21:00,0.5
6117,6117,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,03-09-2026 06:00,0.5
6118,6118,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,03-09-2026 12:00,0.5
6119,6119,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,03-09-2026 16:00,0.5
6120,6120,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,03-09-2026 19:00,0.5
6121,6121,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,04-09-2026 02:00,0.5
6122,6122,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,04-09-2026 10:00,0.5
6123,6123,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,04-09-2026 18:00,0.5
6124,6124,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,05-09-2026 00:00,0.5
6125,6125,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,05-09-2026 05:00,0.5
6126,6126,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,05-09-2026 12:00,0.5
6127,6127,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,05-09-2026 22:00,0.5
6128,6128,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,06-09-2026 06:00,0.5
6129,6129,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,06-09-2026 15:00,0.5
6130,6130,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,07-09-2026 01:00,0.5
6131,6131,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,07-09-2026 12:00,0.5
6132,6132,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,08-09-2026 00:00,0.5
6133,6133,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,08-09-2026 14:00,0.5
6134,6134,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,09-09-2026 00:00,0.5
6135,6135,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,10-09-2026 04:00,0.5
6136,6136,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,10-09-2026 18:00,0.5
6137,6137,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,11-09-2026 14:00,0.5
6138,6138,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,12-09-2026 06:00,0.5
6139,6139,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,12-09-2026 18:00,0.5
6140,6140,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,13-09-2026 02:00,0.5
