pseudocode,sdmp_plan_yn,struct_safaud_yn,nonstr_safaud_yn,cctv_cam_yn,fire_ext_yn,nodal_tch_yn,safty_trng_yn,dismgmt_taug_yn,slfdef_grt_yn,slfdef_trained,guide_display_yn,tch_first_level_counsellor,safe_sec_audit,teacher_displaying_photo,vidya_pravesh,stu_atndnc_yn,tch_atndnc_yn,sch_youth_club_yn,sch_eco_club_yn,tch_icard_yn,self_cert_obtained_yn
1865171,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,2
6369990,1,1,1,2,1,1,2,1,9,0,1,2,1,1,1,2,2,1,1,1,1
2553304,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4293891,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
1312028,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7979215,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3951778,1,1,1,2,1,1,2,1,9,0,1,2,1,1,1,2,2,1,1,1,1
3116746,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7434876,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
9743673,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
6013211,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,1,2,1,1,1
4167646,1,1,2,1,1,1,1,1,9,0,1,1,2,1,1,1,1,2,1,1,2
6249299,1,1,1,1,1,1,2,1,9,0,1,2,1,1,1,1,1,1,1,1,1
6447367,1,1,1,1,1,1,1,1,9,0,1,1,5,1,1,1,1,1,1,1,2
5988154,1,1,2,1,1,1,1,1,1,147,1,1,3,1,1,2,3,1,1,2,1
4948701,1,1,1,2,1,1,1,1,1,26,1,1,2,1,1,2,2,1,1,1,1
1895174,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
6943212,1,1,1,2,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,2
1770554,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2454904,1,1,1,2,1,1,1,1,1,0,1,2,6,1,2,2,2,1,1,1,1
7620821,1,2,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
9782839,1,1,2,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,2,2
3477708,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
2328252,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5666487,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,2,1,1,1
5874935,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
4117343,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,2
7215442,1,2,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
1296295,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,1
9294358,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5906372,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6166946,1,1,1,2,1,1,1,1,9,0,1,2,5,1,1,2,2,1,1,1,1
3449472,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,2
7283225,1,1,1,2,1,1,1,1,2,0,1,1,2,1,2,2,2,1,1,1,1
8512727,1,2,1,2,1,1,1,1,1,22,1,1,2,1,1,2,2,1,1,1,1
3835285,1,1,1,2,1,1,1,1,1,12,1,1,2,1,1,2,2,1,1,1,1
4916180,1,1,1,2,1,1,2,1,2,0,1,1,1,1,1,2,2,1,1,1,1
8221044,1,2,2,2,1,1,2,1,2,0,1,1,1,1,1,2,2,1,1,1,1
1398050,1,1,1,2,1,2,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
4925594,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
1627191,1,1,1,2,1,1,1,1,2,0,1,1,3,1,2,2,2,1,1,1,1
9472438,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
1233490,1,2,1,2,1,1,1,1,1,74,1,1,2,1,1,2,2,1,1,1,1
5143372,1,1,1,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
8037245,1,1,1,1,1,1,1,1,1,74,1,1,1,1,1,2,2,1,1,1,1
2112739,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,2
1179149,1,2,2,2,1,1,1,1,9,0,2,1,1,1,1,2,2,1,1,1,1
3861306,1,1,1,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6386163,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
7785562,1,1,1,2,1,2,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7886507,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5933186,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
8904970,1,1,2,2,1,1,1,1,9,0,1,2,1,1,1,2,2,2,1,1,1
2419734,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2612611,1,1,1,2,1,1,1,1,1,27,1,1,2,1,1,2,2,1,1,1,1
3020821,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7755644,1,1,1,1,1,1,1,1,9,0,1,2,1,1,1,1,1,2,1,1,1
7370977,1,1,1,1,1,1,1,1,1,110,1,1,2,1,1,2,2,1,1,1,1
5661100,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
2035746,1,1,1,2,1,1,1,1,1,0,1,1,5,1,1,2,2,1,1,1,1
9661057,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
5534969,1,1,1,2,1,1,1,1,1,20,1,1,4,1,1,2,2,1,1,1,1
5568164,1,1,2,2,1,1,2,1,1,25,1,1,2,1,1,2,2,1,1,1,1
9035432,1,1,1,1,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,1
2321004,1,1,1,1,1,1,1,1,9,0,1,2,1,1,1,1,1,1,1,1,1
8114135,1,1,1,1,1,1,1,1,2,0,1,2,3,1,1,2,2,1,1,1,1
6678433,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4419758,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7307032,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8644952,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1752592,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5433605,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
7292707,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8990937,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2464820,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
4857165,1,1,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
1685893,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7332865,1,1,1,2,1,1,2,1,9,0,1,1,1,1,1,2,2,2,1,1,1
1352434,1,1,1,2,1,1,2,1,9,0,1,2,3,1,1,2,2,1,1,1,1
4931706,1,2,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,2,1,1,1
2218028,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1838271,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1456990,1,1,1,1,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2204860,1,1,1,2,1,1,1,1,1,28,1,1,1,1,1,2,2,1,1,1,1
3837379,1,1,1,1,1,1,1,1,1,55,1,1,2,1,1,2,2,1,1,2,1
2162195,1,1,1,2,1,1,1,1,1,20,1,1,5,1,1,2,2,1,1,1,1
5137553,1,1,1,1,1,1,1,1,1,146,1,1,2,1,1,2,2,1,1,1,1
5742651,1,1,1,2,1,1,1,1,2,0,1,2,1,1,2,2,2,1,1,1,1
7382632,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
5492823,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
3886177,1,1,1,1,1,1,1,1,2,0,1,2,5,1,1,1,3,1,1,1,2
3308633,1,1,1,1,1,1,1,1,9,0,1,1,2,1,1,1,1,1,1,1,1
5706625,1,1,2,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,1
5613260,1,1,1,1,1,1,1,1,9,0,1,1,1,1,1,1,1,2,1,1,1
8111315,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1666076,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6382512,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9389803,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
3712866,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2212645,1,1,1,2,1,1,1,1,9,0,1,1,6,1,2,2,2,1,1,1,1
4396974,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5792563,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1106047,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8523951,1,1,1,2,1,1,1,1,1,56,1,1,3,1,2,2,2,1,1,1,1
7679563,1,1,1,1,1,1,1,1,1,40,1,1,2,1,1,2,2,1,1,1,1
5722409,1,1,2,1,1,1,2,1,1,17,1,1,6,1,1,2,3,1,1,1,1
9107605,1,1,2,2,1,1,1,1,2,0,1,2,6,1,1,2,2,1,1,1,1
2635573,1,1,1,2,1,1,1,1,1,42,1,1,1,1,1,2,2,1,1,1,1
1272782,1,2,2,2,1,1,1,1,1,35,1,1,1,1,2,2,2,1,1,1,2
9995704,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,2,1,1,1
3646707,1,2,2,1,1,1,1,1,1,60,1,1,3,1,1,2,3,1,1,1,1
1498326,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5702508,1,1,1,2,1,1,1,1,1,17,1,1,2,1,1,2,2,1,1,1,1
3098071,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5214479,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8182605,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
3353046,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
8706216,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5873009,1,2,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4896199,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5410019,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1673628,1,1,1,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2818308,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
7878276,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8394767,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
2900490,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1917101,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,2
8482618,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2981421,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,2
8178507,1,1,2,2,2,1,1,1,1,6,1,1,3,1,1,2,2,1,1,1,1
1296093,1,1,1,2,1,1,2,1,9,0,1,2,6,1,1,2,2,1,1,1,1
2922615,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
4274921,1,1,1,1,1,1,1,1,1,180,1,1,2,1,1,2,2,1,1,1,1
6544858,1,1,1,2,1,1,1,1,1,36,1,1,4,1,1,2,2,1,1,1,1
8187970,1,1,2,1,1,1,2,1,9,0,1,1,2,1,1,1,1,1,1,1,1
4376869,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
9516926,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
3895183,1,1,2,1,1,1,1,1,1,30,1,1,2,1,1,2,3,1,1,1,1
6726226,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
3959767,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6016995,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
5437720,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
8006033,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
5216242,1,1,1,2,1,1,1,1,1,23,1,1,2,1,1,2,2,1,1,1,1
4248227,1,1,1,2,1,1,1,1,1,20,1,1,1,1,1,2,2,1,1,1,1
9466793,1,1,1,2,1,1,1,1,1,25,1,2,2,1,1,2,2,1,1,1,1
3048866,1,1,1,2,1,1,1,1,2,0,1,1,3,1,2,2,2,1,1,1,1
5261615,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
6123823,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,1
3001330,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6344271,1,1,1,2,1,1,2,1,9,0,1,1,3,1,1,2,2,1,1,1,1
7881446,1,1,2,2,1,1,2,1,9,0,1,2,1,1,1,2,2,1,1,1,1
8793667,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2553058,1,1,1,1,1,1,2,1,9,0,1,1,1,1,1,1,1,1,1,1,1
6102244,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,2,1,1,2
6637024,1,1,2,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
6824094,1,1,1,1,1,1,1,1,1,137,1,1,1,1,1,2,2,1,1,1,1
6116666,1,1,1,1,1,1,1,1,2,0,1,1,5,1,1,2,3,1,1,1,1
7795583,1,2,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
9938605,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
5868048,1,1,2,2,1,2,2,1,9,0,1,2,6,1,1,2,2,2,1,1,2
3956203,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3179881,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7806829,1,2,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,2,1,1,1
6561953,1,1,1,2,1,1,1,1,1,18,1,1,2,1,1,2,2,1,1,1,1
3157773,1,1,1,1,1,1,1,1,2,0,1,2,6,1,1,2,2,2,1,1,1
1354151,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1664430,1,1,1,1,1,1,1,1,2,0,1,1,6,1,1,1,1,2,1,1,1
6704392,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,2
4710764,1,1,2,1,1,1,1,1,1,30,1,1,2,1,1,2,2,1,1,1,1
3668612,1,2,2,2,1,1,2,1,1,30,1,1,6,1,1,2,3,1,1,2,1
5586389,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,2
2177407,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3527434,1,1,2,2,1,1,2,1,1,56,1,1,2,1,1,2,2,1,1,1,1
9841424,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
4072337,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,2,1
7368502,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,2
2510109,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6586562,1,2,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
7270669,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7210665,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
1201146,1,1,2,2,1,1,1,2,9,0,1,2,4,1,1,2,2,1,1,1,2
4323376,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
8219337,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3782091,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
1997968,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9165827,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
4642004,1,1,1,1,1,1,1,1,2,0,1,2,2,1,1,1,1,1,1,1,1
3266720,1,1,1,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9350703,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
5333490,1,1,1,1,1,1,1,1,2,0,1,2,2,1,1,1,1,1,1,1,1
2344092,1,1,1,2,1,1,2,1,9,0,1,2,2,1,1,2,2,1,1,1,1
4674017,1,1,2,1,1,1,1,1,9,0,1,2,1,1,1,1,1,2,1,1,1
1269696,1,1,1,2,1,1,1,1,1,16,1,1,2,1,1,2,2,1,1,1,1
4603236,1,1,1,2,1,1,1,1,1,40,1,1,2,1,2,2,2,1,1,1,1
8203390,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
1081208,1,1,2,2,1,1,1,1,1,41,1,1,2,1,1,2,2,1,1,1,1
6101635,1,1,1,2,1,1,1,1,2,0,1,2,2,1,1,2,2,1,1,1,1
8188749,1,2,2,2,1,1,2,2,2,0,1,1,4,1,1,2,2,1,1,1,2
4359757,1,1,1,2,1,2,1,1,1,39,1,1,2,1,1,2,2,1,1,1,1
1542986,1,1,2,2,1,1,2,1,2,0,1,1,2,1,1,2,2,1,1,1,2
2489372,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
9943603,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
1294104,1,1,2,1,1,1,1,1,9,0,1,1,2,1,1,1,1,1,1,1,1
1371055,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6002698,1,2,2,2,1,1,1,1,1,30,1,1,1,1,1,2,2,1,1,1,1
3928664,1,1,1,2,1,1,1,1,1,23,1,1,2,1,1,2,2,1,1,1,1
3242467,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,1
1957630,1,2,2,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
5030756,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9756818,1,1,1,1,1,1,1,1,9,0,1,1,6,1,1,2,2,2,1,1,1
5007593,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
5739919,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
4754230,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3207494,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9252407,1,2,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
6142185,1,1,1,1,1,1,1,1,9,0,1,1,6,1,1,1,1,1,1,1,1
5014435,1,2,1,2,1,1,1,1,2,0,1,1,2,1,2,2,2,1,1,1,1
5643069,1,2,2,1,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3928543,1,1,1,1,1,1,1,1,1,133,1,1,1,1,1,1,3,1,1,1,1
6689838,1,1,2,2,1,1,1,1,1,60,1,2,1,1,2,2,2,1,1,1,2
8570899,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3251576,1,1,1,1,1,1,1,1,1,70,1,1,1,1,1,2,3,1,1,1,1
1098336,1,1,1,2,1,1,1,1,1,51,1,1,4,1,1,2,2,1,1,1,1
5590055,1,1,1,2,1,1,2,1,2,0,1,1,6,1,1,2,2,1,1,1,1
2765006,1,1,1,2,1,1,1,1,2,0,1,2,1,1,1,2,1,1,1,1,1
2771212,1,1,2,2,1,1,1,1,2,0,1,2,2,1,1,2,2,1,1,1,1
6981495,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3410544,1,2,2,2,1,1,2,1,9,0,1,1,5,1,1,2,2,1,1,1,2
2862818,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
4277654,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3041770,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
1566265,1,2,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
3409343,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3099148,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3082285,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1999473,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
8574309,1,1,2,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,1
9241834,1,2,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,2
3693558,1,1,2,2,1,1,1,1,9,0,1,1,4,1,1,2,2,2,1,1,1
6480007,1,1,1,1,1,1,1,1,9,0,1,1,5,1,1,1,1,1,1,1,1
6818519,1,2,2,2,1,1,2,1,9,0,1,2,6,1,1,2,2,1,1,1,1
1274404,1,1,1,1,1,1,1,1,9,0,1,1,1,1,1,1,1,2,1,1,1
8544400,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,2,1,1,2
5947348,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
1841916,1,1,1,2,1,1,2,1,2,0,1,1,2,1,1,2,2,1,1,1,1
7476203,1,1,1,2,1,1,1,1,1,33,1,1,5,1,1,2,2,1,1,1,1
4571575,1,1,1,2,1,1,1,1,1,41,1,1,2,1,1,2,2,1,1,1,1
5435935,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,1,1
2665309,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,1
6081954,1,1,1,2,1,1,1,1,1,15,1,1,2,1,1,2,2,1,1,1,1
6694733,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1032195,1,1,1,2,1,1,2,1,9,0,1,2,6,1,1,2,2,1,1,1,1
1944047,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8601160,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2392691,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
9402479,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6061799,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,1
7713114,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4191050,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2319635,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
8000013,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
9732052,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6093651,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
5878162,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
4548238,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
8693316,1,2,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
4010873,1,1,2,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3903328,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6118955,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6019751,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
1328638,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,1,3,1,1,2,2
3706841,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
1065317,1,1,2,1,1,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,1
4358574,1,1,1,1,1,1,1,1,2,0,1,1,5,1,1,2,2,1,1,1,1
7777595,1,1,2,1,1,1,1,1,2,0,1,2,2,1,1,2,2,1,1,1,1
4797549,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
4250527,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9849958,1,2,2,2,1,1,2,1,9,0,1,2,4,1,1,1,2,1,1,1,2
8386799,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3190968,1,1,1,1,1,1,1,1,9,0,1,1,4,1,1,2,2,2,1,1,1
7221134,1,1,1,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4241182,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,2
9019297,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2100955,1,2,2,2,1,1,1,1,1,25,1,1,1,1,2,2,2,1,1,1,1
6156417,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
2437079,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
5368291,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9706513,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9523556,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
9182131,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
7334278,1,2,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6194176,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,2,1,1,1
5948665,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
9408040,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
7967841,1,2,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,2
1163274,1,2,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
7420987,1,1,1,1,1,1,2,1,1,102,1,1,2,1,1,2,2,1,1,1,2
2094465,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
