pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,librarian_yn,land_avl_yn,kitchen_garden_yn,staff_qtr_yn,tinkering_lab_yn,boarding_pri_yn,boarding_upr_yn,boarding_sec_yn,boarding_hsec_yn,cyber_safety,psycho_social,enrichment_activities
2677403,6,3,0,2,5,6,5,0,0,1,2,2,0,0,2,2,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,3,7,0,1,0,2,0,3,1,1,3,2,2,1,2,2,9,9,1,9,0,0,1
8228712,3,1,0,5,4,2,4,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
1201146,3,1,1,2,2,1,0,1,1,2,0,0,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,2,2,2,1,9,9,2,9,9,9,2,2,1
4814877,3,1,1,5,2,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,75,75,1
5163264,3,1,1,5,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
7679563,3,2,1,5,8,7,6,2,0,1,4,4,4,4,0,0,0,0,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,9,1,2,2,2,4,4,2,4,4,4,2,9,0,3,9,0,0,1,1,1,3,1,1,3,2,1,1,2,2,9,9,2,2,308,0,1
7842817,3,1,1,1,2,1,2,0,0,2,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,12,0,1
2922615,3,1,1,1,3,1,3,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,2,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,0,0,1
5666487,3,1,1,7,2,2,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,22,1
1666076,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,2,0,1
8436626,3,1,0,2,3,1,0,0,3,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,14,14,1
1179149,3,1,0,5,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
1129430,3,1,1,5,13,4,9,0,4,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,2,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,1,1,0,0,10,0,0,0,1,1,3,1,1,3,2,1,1,2,2,9,9,2,2,0,0,1
4323376,3,1,1,1,2,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,1,2,1,1,9,9,2,9,9,9,0,0,2
3410544,3,1,1,6,2,1,2,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
2247655,1,1,1,1,3,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,9,9,9,9,9,9,41,0,1
4277654,3,1,0,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,1,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
2797225,3,1,1,1,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,1,1,1,2,3,2,1,1,9,9,2,9,9,9,23,24,1
2234513,3,1,1,2,4,2,4,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,0,0,1
9872013,3,1,1,5,3,3,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,2,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,9,9,9,9,0,0,2
1063259,3,1,1,2,1,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,5,5,1
6814163,3,1,1,2,2,1,2,0,0,1,1,0,2,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,20,20,1
9350703,3,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,9,9,1
9849958,3,1,1,2,2,1,0,0,2,1,0,0,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,2,2,1,2,1,1,9,9,2,9,9,9,0,0,1
4991196,3,2,1,2,3,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,4,0,1
2183882,3,3,2,5,7,1,2,5,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,4,0,0,0,0,0,0,1,2,3,2,1,1,2,2,9,9,2,9,0,0,1
3968931,3,1,1,2,3,1,2,1,0,1,0,0,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,2,2,3,2,1,1,9,9,9,9,9,9,0,0,2
5050781,3,1,1,2,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
1809263,4,1,1,5,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
9950226,3,1,1,2,2,1,2,0,0,1,1,1,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,2,2,2,1,9,9,2,9,9,9,0,0,1
7372694,3,1,1,5,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,2,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,10,0,1
4735670,3,1,1,1,3,4,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,20,20,1
5280974,3,1,1,7,2,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
5368291,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,13,0,1
1123322,3,1,0,1,2,1,2,0,0,1,2,1,2,1,0,0,0,0,0,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
3981966,3,1,1,5,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,1,3,2,1,1,9,9,2,9,9,9,0,0,1
6267208,3,2,1,1,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
6655797,3,1,1,2,3,2,3,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,21,17,1
6205371,3,1,1,2,4,1,4,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
4926504,3,2,2,3,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
4270841,3,4,4,5,4,4,4,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,1,2,3,1,1,1,9,9,9,9,9,9,0,0,1
1162288,3,3,1,2,8,5,0,0,8,1,3,3,0,0,0,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,9,1,1,1,1,2,2,2,4,4,4,4,4,4,1,1,0,0,7,0,0,0,1,1,1,1,1,3,1,1,1,1,2,9,9,2,2,59,0,1
5673460,3,1,1,7,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,2,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,11,11,1
5139919,3,3,3,1,3,2,2,1,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,5,0,0,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,20,0,1
4213259,3,2,2,2,2,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,15,13,1
3782091,3,1,1,5,2,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,5,5,1
6007434,3,1,1,6,4,1,4,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
7726241,3,1,1,2,3,2,1,2,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
2316744,3,1,1,2,3,3,0,3,0,1,2,2,1,1,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,18,0,1
6678433,3,1,1,2,3,1,0,0,3,2,1,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
2979472,3,1,1,2,2,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
2677012,3,1,1,2,3,2,0,3,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,11,0,1
3087264,3,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,1,0,0,1,1,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
4284851,3,1,1,5,5,5,0,5,0,1,1,1,2,2,0,0,0,0,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,1,1,2,3,2,1,1,2,2,9,9,2,9,30,0,1
9509485,3,1,1,7,3,1,2,1,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
2172353,3,2,2,2,5,3,1,3,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,1,1,1,9,9,9,9,9,9,5,0,1
2248420,3,1,1,2,3,1,0,3,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
9745975,3,1,1,3,7,8,3,0,4,1,1,1,1,1,0,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,2,9,1,4,4,4,4,4,4,4,4,4,1,1,1,0,5,0,0,0,2,1,3,1,2,3,2,1,1,2,2,9,9,2,2,0,0,1
9202938,3,1,0,1,2,2,2,0,0,1,2,2,2,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,1,3,2,1,1,9,9,2,9,9,9,15,0,1
7215442,3,1,1,2,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,11,0,1
8078626,3,2,2,5,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,2,0,1
4766578,3,1,1,1,2,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
1455735,3,1,1,2,2,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,10,6,1
9909530,3,3,3,1,3,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,3,0,3,0,0,0,1,1,1,3,2,2,1,9,9,2,9,9,9,22,0,1
1917101,3,1,1,5,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1
4747136,3,1,1,2,2,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,2
5176135,3,1,1,2,3,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
3424304,3,1,1,2,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,2,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,11,7,1
3291016,3,1,1,5,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,2
7713457,3,1,1,1,3,2,3,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,9,9,9,9,36,36,1
9242415,3,5,4,2,8,5,4,0,4,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,2,2,2,3,3,2,3,3,2,1,2,0,0,10,0,2,0,1,1,3,1,1,3,2,1,1,2,2,9,9,2,2,84,76,1
8323561,3,1,1,2,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
2379525,3,2,2,1,3,1,0,3,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,1,2,3,1,1,1,9,9,2,9,9,9,0,0,1
6052160,3,1,1,5,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
6002698,3,2,2,2,5,2,5,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,0,0,0,1,1,2,3,2,1,1,2,2,9,9,2,9,6,0,1
7980396,3,1,1,2,2,1,0,2,0,1,2,1,2,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,3,0,1
9229795,3,3,0,2,3,1,1,0,2,1,1,1,1,1,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,2,2,1
8601160,3,1,1,5,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
9435204,3,1,1,7,3,4,1,1,1,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,1,1,1,1,3,1,1,1,9,9,2,9,9,9,25,25,1
3766396,3,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1
