_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category,anomaly_score,anomaly_label,predicted_discharge_1h,anomaly_severity,forecast_severity,hybrid_hazard_score,hybrid_risk_category,forecast_available
48475,48475,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 01:15:00,6.48,0.0600000000000005,0.25,0.240000000000002,40,10,28.0,LOW,-0.2997591984680636,NORMAL,,0.0,0,14.0,LOW,False
48476,48476,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 01:30:00,6.64,0.1599999999999992,0.25,0.639999999999997,40,10,28.0,LOW,-0.3038818666048259,NORMAL,,0.0,0,14.0,LOW,False
48477,48477,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 01:45:00,6.39,-0.25,0.25,-1.0,40,40,40.0,MODERATE,-0.2981774587842895,NORMAL,,0.0,0,20.0,LOW,False
48478,48478,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 02:00:00,6.86,0.4700000000000006,0.25,1.8800000000000023,40,40,40.0,MODERATE,-0.2746809888522128,NORMAL,,0.0,0,20.0,LOW,False
48479,48479,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 02:15:00,6.75,-0.1100000000000003,0.25,-0.4400000000000013,40,10,28.0,LOW,-0.300641765636489,NORMAL,,0.0,0,14.0,LOW,False
48480,48480,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 02:30:00,6.67,-0.08,0.25,-0.3200000000000003,40,10,28.0,LOW,-0.2975335441278763,NORMAL,,0.0,0,14.0,LOW,False
48481,48481,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 02:45:00,6.55,-0.1200000000000001,0.25,-0.4800000000000004,40,10,28.0,LOW,-0.3023231016617885,NORMAL,,0.0,0,14.0,LOW,False
48482,48482,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 03:00:00,6.69,0.1400000000000005,0.25,0.5600000000000023,40,10,28.0,LOW,-0.2992814973193486,NORMAL,,0.0,0,14.0,LOW,False
48483,48483,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 03:15:00,7.01,0.3199999999999994,0.25,1.2799999999999976,40,40,40.0,MODERATE,-0.2912407098626873,NORMAL,,0.0,0,20.0,LOW,False
48484,48484,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 03:30:00,6.89,-0.1200000000000001,0.25,-0.4800000000000004,40,10,28.0,LOW,-0.2978195758679889,NORMAL,,0.0,0,14.0,LOW,False
48485,48485,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 03:45:00,6.57,-0.3199999999999994,0.25,-1.2799999999999976,40,40,40.0,MODERATE,-0.2932472440192822,NORMAL,,0.0,0,20.0,LOW,False
48486,48486,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 04:00:00,6.61,0.04,0.25,0.1600000000000001,40,10,28.0,LOW,-0.291282538240973,NORMAL,,0.0,0,14.0,LOW,False
48487,48487,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 04:15:00,6.46,-0.1500000000000003,0.25,-0.6000000000000014,40,10,28.0,LOW,-0.3050415422428565,NORMAL,,0.0,0,14.0,LOW,False
48488,48488,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 04:30:00,6.29,-0.1699999999999999,0.25,-0.6799999999999997,40,10,28.0,LOW,-0.3047044410990608,NORMAL,,0.0,0,14.0,LOW,False
48489,48489,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 04:45:00,6.59,0.2999999999999998,0.25,1.1999999999999993,40,40,40.0,MODERATE,-0.2944667947474592,NORMAL,,0.0,0,20.0,LOW,False
48490,48490,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 05:00:00,6.65,0.0600000000000005,0.25,0.240000000000002,40,10,28.0,LOW,-0.2991467324341001,NORMAL,,0.0,0,14.0,LOW,False
48491,48491,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 05:15:00,6.88,0.2299999999999995,0.25,0.9199999999999982,40,10,28.0,LOW,-0.2979371917227501,NORMAL,,0.0,0,14.0,LOW,False
48492,48492,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 05:30:00,6.38,-0.5,0.25,-2.0,40,40,40.0,MODERATE,-0.2671912861676722,NORMAL,,0.0,0,20.0,LOW,False
48493,48493,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 05:45:00,6.5,0.1200000000000001,0.25,0.4800000000000004,40,10,28.0,LOW,-0.301534039287326,NORMAL,,0.0,0,14.0,LOW,False
48494,48494,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 06:00:00,6.79,0.29,0.25,1.16,40,40,40.0,MODERATE,-0.2930309778817144,NORMAL,,0.0,0,20.0,LOW,False
48495,48495,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 06:15:00,6.11,-0.6799999999999997,0.25,-2.719999999999999,10,40,22.0,LOW,-0.2380398218361296,NORMAL,,0.0,0,11.0,LOW,False
48496,48496,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 06:30:00,7.02,0.9099999999999993,0.25,3.639999999999997,40,40,40.0,MODERATE,-0.2067820493093289,NORMAL,,0.0,0,20.0,LOW,False
48497,48497,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 06:45:00,6.98,-0.0399999999999991,0.25,-0.1599999999999966,40,10,28.0,LOW,-0.2700972462532967,NORMAL,,0.0,0,14.0,LOW,False
48498,48498,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 07:00:00,6.63,-0.3500000000000005,0.25,-1.400000000000002,40,40,40.0,MODERATE,-0.2743602685855169,NORMAL,,0.0,0,20.0,LOW,False
48499,48499,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 07:15:00,6.52,-0.1100000000000003,0.25,-0.4400000000000013,40,10,28.0,LOW,-0.2981062360797726,NORMAL,,0.0,0,14.0,LOW,False
48500,48500,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 07:30:00,6.62,0.1000000000000005,0.25,0.4000000000000021,40,10,28.0,LOW,-0.3011318912534854,NORMAL,,0.0,0,14.0,LOW,False
48501,48501,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 07:45:00,6.89,0.2699999999999996,0.25,1.0799999999999983,40,40,40.0,MODERATE,-0.2959808034553882,NORMAL,,0.0,0,20.0,LOW,False
48502,48502,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 08:00:00,6.58,-0.3099999999999996,0.25,-1.2399999999999984,40,40,40.0,MODERATE,-0.293385240970094,NORMAL,,0.0,0,20.0,LOW,False
48503,48503,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 08:15:00,6.54,-0.04,0.25,-0.1600000000000001,40,10,28.0,LOW,-0.2956070168819357,NORMAL,,0.0,0,14.0,LOW,False
48504,48504,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 08:30:00,6.67,0.1299999999999999,0.25,0.5199999999999996,40,10,28.0,LOW,-0.3029591849211028,NORMAL,,0.0,0,14.0,LOW,False
48505,48505,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 08:45:00,6.28,-0.3899999999999997,0.25,-1.5599999999999987,40,40,40.0,MODERATE,-0.2876373706259753,NORMAL,,0.0,0,20.0,LOW,False
48506,48506,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 09:00:00,6.7,0.4199999999999999,0.25,1.6799999999999995,40,40,40.0,MODERATE,-0.2806775858197193,NORMAL,,0.0,0,20.0,LOW,False
48507,48507,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 09:15:00,6.6,-0.1000000000000005,0.25,-0.4000000000000021,40,10,28.0,LOW,-0.3028098241162129,NORMAL,,0.0,0,14.0,LOW,False
48508,48508,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 09:30:00,6.26,-0.3399999999999998,0.25,-1.3599999999999994,40,40,40.0,MODERATE,-0.2930839371498493,NORMAL,,0.0,0,20.0,LOW,False
48509,48509,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 09:45:00,6.42,0.1600000000000001,0.25,0.6400000000000006,40,10,28.0,LOW,-0.3053384115403614,NORMAL,,0.0,0,14.0,LOW,False
48510,48510,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 10:00:00,6.48,0.0600000000000005,0.25,0.240000000000002,40,10,28.0,LOW,-0.2999508183659975,NORMAL,,0.0,0,14.0,LOW,False
48511,48511,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 10:15:00,6.08,-0.4000000000000003,0.25,-1.6000000000000014,10,40,22.0,LOW,-0.2828427877129468,NORMAL,,0.0,0,11.0,LOW,False
48512,48512,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 10:30:00,6.37,0.29,0.25,1.16,40,40,40.0,MODERATE,-0.2958266751114536,NORMAL,,0.0,0,20.0,LOW,False
48513,48513,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 10:45:00,6.01,-0.3600000000000003,0.25,-1.4400000000000013,10,40,22.0,LOW,-0.2876133045352461,NORMAL,,0.0,0,11.0,LOW,False
48514,48514,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 11:00:00,6.09,0.08,0.25,0.3200000000000003,10,10,10.0,LOW,-0.2990973458332877,NORMAL,,0.0,0,5.0,LOW,False
48515,48515,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 11:15:00,6.01,-0.08,0.25,-0.3200000000000003,10,10,10.0,LOW,-0.29830109245899,NORMAL,,0.0,0,5.0,LOW,False
48516,48516,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 11:30:00,6.22,0.2099999999999999,0.25,0.8399999999999999,10,10,10.0,LOW,-0.3003429682655683,NORMAL,,0.0,0,5.0,LOW,False
48517,48517,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 11:45:00,6.45,0.2300000000000004,0.25,0.9200000000000016,40,10,28.0,LOW,-0.3019116476911322,NORMAL,,0.0,0,14.0,LOW,False
48518,48518,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 12:00:00,6.29,-0.1600000000000001,0.25,-0.6400000000000006,40,10,28.0,LOW,-0.3056622752324784,NORMAL,,0.0,0,14.0,LOW,False
48519,48519,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 12:15:00,6.49,0.2000000000000001,0.25,0.8000000000000007,40,10,28.0,LOW,-0.3036315939924052,NORMAL,,0.0,0,14.0,LOW,False
48520,48520,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 12:30:00,6.16,-0.33,0.25,-1.3200000000000005,10,40,22.0,LOW,-0.2941764698110555,NORMAL,,0.0,0,11.0,LOW,False
48521,48521,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 12:45:00,6.35,0.1899999999999995,0.25,0.759999999999998,40,10,28.0,LOW,-0.3058534705454171,NORMAL,,0.0,0,14.0,LOW,False
48522,48522,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 13:00:00,6.11,-0.2399999999999993,0.25,-0.9599999999999972,10,10,10.0,LOW,-0.2999508413291362,NORMAL,,0.0,0,5.0,LOW,False
48523,48523,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 13:15:00,5.94,-0.1699999999999999,0.25,-0.6799999999999997,10,10,10.0,LOW,-0.3032558817503793,NORMAL,,0.0,0,5.0,LOW,False
48524,48524,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 13:30:00,5.7,-0.2400000000000002,0.25,-0.9600000000000009,10,10,10.0,LOW,-0.2917409381731932,NORMAL,,0.0,0,5.0,LOW,False
48525,48525,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 13:45:00,5.99,0.29,0.25,1.16,10,40,22.0,LOW,-0.2933614759811774,NORMAL,,0.0,0,11.0,LOW,False
48526,48526,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 14:00:00,5.75,-0.2400000000000002,0.25,-0.9600000000000009,10,10,10.0,LOW,-0.297785030283608,NORMAL,,0.0,0,5.0,LOW,False
48527,48527,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 14:15:00,6.18,0.4299999999999997,0.25,1.7199999999999989,10,40,22.0,LOW,-0.2799281451397712,NORMAL,,0.0,0,11.0,LOW,False
48528,48528,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 14:30:00,6.19,0.0100000000000006,0.25,0.0400000000000027,10,10,10.0,LOW,-0.2864902917831166,NORMAL,,0.0,0,5.0,LOW,False
48529,48529,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 14:45:00,6.33,0.1399999999999996,0.25,0.5599999999999987,40,10,28.0,LOW,-0.3008959299126015,NORMAL,,0.0,0,14.0,LOW,False
48530,48530,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 15:00:00,6.56,0.2299999999999995,0.25,0.9199999999999982,40,10,28.0,LOW,-0.3014831586168538,NORMAL,,0.0,0,14.0,LOW,False
48531,48531,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 15:15:00,6.25,-0.3099999999999996,0.25,-1.2399999999999984,40,40,40.0,MODERATE,-0.294445784720908,NORMAL,,0.0,0,20.0,LOW,False
48532,48532,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 15:30:00,6.14,-0.1100000000000003,0.25,-0.4400000000000013,10,10,10.0,LOW,-0.302855832355696,NORMAL,,0.0,0,5.0,LOW,False
48533,48533,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 15:45:00,5.9,-0.2399999999999993,0.25,-0.9599999999999972,10,10,10.0,LOW,-0.2951319073491339,NORMAL,,0.0,0,5.0,LOW,False
48534,48534,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 16:00:00,6.3,0.3999999999999994,0.25,1.599999999999998,40,40,40.0,MODERATE,-0.2843262420581184,NORMAL,,0.0,0,20.0,LOW,False
48535,48535,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 16:15:00,6.44,0.1400000000000005,0.25,0.5600000000000023,40,10,28.0,LOW,-0.3028268257273469,NORMAL,,0.0,0,14.0,LOW,False
48536,48536,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 16:45:00,6.33,-0.1100000000000003,0.5,-0.2200000000000006,40,10,28.0,LOW,-0.2970209040830638,NORMAL,,0.0,0,14.0,LOW,False
48537,48537,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 17:00:00,6.28,-0.0499999999999998,0.25,-0.1999999999999993,40,10,28.0,LOW,-0.2939423868711686,NORMAL,,0.0,0,14.0,LOW,False
48538,48538,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 17:15:00,6.55,0.2699999999999996,0.25,1.0799999999999983,40,40,40.0,MODERATE,-0.2969929442565794,NORMAL,,0.0,0,20.0,LOW,False
48539,48539,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 17:30:00,6.41,-0.1399999999999996,0.25,-0.5599999999999987,40,10,28.0,LOW,-0.3043055216575047,NORMAL,,0.0,0,14.0,LOW,False
48540,48540,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 17:45:00,6.46,0.0499999999999998,0.25,0.1999999999999993,40,10,28.0,LOW,-0.2963276392473718,NORMAL,,0.0,0,14.0,LOW,False
48541,48541,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 18:00:00,6.58,0.1200000000000001,0.25,0.4800000000000004,40,10,28.0,LOW,-0.2992571671609875,NORMAL,,0.0,0,14.0,LOW,False
48542,48542,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 18:15:00,6.61,0.0300000000000002,0.25,0.120000000000001,40,10,28.0,LOW,-0.2917108560658211,NORMAL,,0.0,0,14.0,LOW,False
48543,48543,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 18:30:00,6.72,0.1099999999999994,0.25,0.4399999999999977,40,10,28.0,LOW,-0.2996536583746727,NORMAL,,0.0,0,14.0,LOW,False
48544,48544,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 18:45:00,6.63,-0.0899999999999998,0.25,-0.3599999999999994,40,10,28.0,LOW,-0.2979050918362562,NORMAL,,0.0,0,14.0,LOW,False
48545,48545,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 19:00:00,6.74,0.1100000000000003,0.25,0.4400000000000013,40,10,28.0,LOW,-0.2964318686618561,NORMAL,,0.0,0,14.0,LOW,False
48546,48546,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 19:15:00,6.71,-0.0300000000000002,0.25,-0.120000000000001,40,10,28.0,LOW,-0.2852935510036706,NORMAL,,0.0,0,14.0,LOW,False
48547,48547,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 19:30:00,6.49,-0.2199999999999997,0.25,-0.879999999999999,40,10,28.0,LOW,-0.301079309830093,NORMAL,,0.0,0,14.0,LOW,False
48548,48548,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 19:45:00,6.71,0.2199999999999997,0.25,0.879999999999999,40,10,28.0,LOW,-0.2995130371725119,NORMAL,,0.0,0,14.0,LOW,False
48549,48549,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 20:00:00,6.71,0.0,0.25,0.0,40,10,28.0,LOW,-0.273253362912836,NORMAL,,0.0,0,14.0,LOW,False
48550,48550,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 20:15:00,6.33,-0.3799999999999999,0.25,-1.5199999999999996,40,40,40.0,MODERATE,-0.2898000189267737,NORMAL,,0.0,0,20.0,LOW,False
48551,48551,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 20:30:00,6.75,0.4199999999999999,0.25,1.6799999999999995,40,40,40.0,MODERATE,-0.2808519030135583,NORMAL,,0.0,0,20.0,LOW,False
48552,48552,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 20:45:00,6.77,0.0199999999999995,0.25,0.0799999999999983,40,10,28.0,LOW,-0.2886485409873158,NORMAL,,0.0,0,14.0,LOW,False
48553,48553,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 21:00:00,6.46,-0.3099999999999996,0.25,-1.2399999999999984,40,40,40.0,MODERATE,-0.2943047713253346,NORMAL,,0.0,0,20.0,LOW,False
48554,48554,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 21:15:00,6.57,0.1100000000000003,0.25,0.4400000000000013,40,10,28.0,LOW,-0.3031461340434089,NORMAL,,0.0,0,14.0,LOW,False
48555,48555,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 21:30:00,7.04,0.4699999999999997,0.25,1.879999999999999,40,40,40.0,MODERATE,-0.2745581229464841,NORMAL,,0.0,0,20.0,LOW,False
48556,48556,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 21:45:00,6.82,-0.2199999999999997,0.25,-0.879999999999999,40,10,28.0,LOW,-0.2965619514780914,NORMAL,,0.0,0,14.0,LOW,False
48557,48557,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 22:00:00,6.6,-0.2200000000000006,0.25,-0.8800000000000026,40,10,28.0,LOW,-0.3005490119494107,NORMAL,,0.0,0,14.0,LOW,False
48558,48558,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 22:15:00,6.47,-0.1299999999999999,0.25,-0.5199999999999996,40,10,28.0,LOW,-0.2986541460127092,NORMAL,,0.0,0,14.0,LOW,False
48559,48559,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 22:30:00,6.61,0.1400000000000005,0.25,0.5600000000000023,40,10,28.0,LOW,-0.3044161759462614,NORMAL,,0.0,0,14.0,LOW,False
48560,48560,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 22:45:00,6.71,0.0999999999999996,0.25,0.3999999999999986,40,10,28.0,LOW,-0.2999009947105752,NORMAL,,0.0,0,14.0,LOW,False
48561,48561,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 23:00:00,6.99,0.2800000000000002,0.25,1.120000000000001,40,40,40.0,MODERATE,-0.292371063644577,NORMAL,,0.0,0,20.0,LOW,False
48562,48562,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 23:15:00,6.57,-0.4199999999999999,0.25,-1.6799999999999995,40,40,40.0,MODERATE,-0.2803907786569339,NORMAL,,0.0,0,20.0,LOW,False
48563,48563,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 23:30:00,6.61,0.04,0.25,0.1600000000000001,40,10,28.0,LOW,-0.2945796541625464,NORMAL,,0.0,0,14.0,LOW,False
48564,48564,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 23:45:00,6.46,-0.1500000000000003,0.25,-0.6000000000000014,40,10,28.0,LOW,-0.3017875942096134,NORMAL,,0.0,0,14.0,LOW,False
48565,48565,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-18 00:00:00,6.44,-0.0199999999999995,0.25,-0.0799999999999983,40,10,28.0,LOW,-0.291700816308833,NORMAL,,0.0,0,14.0,LOW,False
48566,48566,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-18 00:15:00,6.54,0.0999999999999996,0.25,0.3999999999999986,40,10,28.0,LOW,-0.299815706744768,NORMAL,,0.0,0,14.0,LOW,False
