_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category,anomaly_score,anomaly_label,predicted_discharge_1h,anomaly_severity,forecast_severity,hybrid_hazard_score,hybrid_risk_category,forecast_available
48382,48382,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 01:45:00,6.58,0.2800000000000002,0.25,1.120000000000001,40,40,40.0,MODERATE,-0.2970806408237303,NORMAL,,0.0,0,20.0,LOW,False
48383,48383,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 02:00:00,6.45,-0.1299999999999999,0.25,-0.5199999999999996,40,10,28.0,LOW,-0.3049000452789595,NORMAL,,0.0,0,14.0,LOW,False
48384,48384,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 02:15:00,6.66,0.2099999999999999,0.25,0.8399999999999999,40,10,28.0,LOW,-0.3036979995049982,NORMAL,,0.0,0,14.0,LOW,False
48385,48385,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 02:30:00,6.37,-0.29,0.25,-1.16,40,40,40.0,MODERATE,-0.2962334926002162,NORMAL,,0.0,0,20.0,LOW,False
48386,48386,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 02:45:00,6.72,0.3499999999999996,0.25,1.3999999999999986,40,40,40.0,MODERATE,-0.289225372046029,NORMAL,,0.0,0,20.0,LOW,False
48387,48387,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 03:00:00,7.05,0.33,0.25,1.3200000000000005,40,40,40.0,MODERATE,-0.2849784991053117,NORMAL,,0.0,0,20.0,LOW,False
48388,48388,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 03:15:00,6.74,-0.3099999999999996,0.25,-1.2399999999999984,40,40,40.0,MODERATE,-0.288283750819767,NORMAL,,0.0,0,20.0,LOW,False
48389,48389,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 03:30:00,6.74,0.0,0.25,0.0,40,10,28.0,LOW,-0.2741298192207817,NORMAL,,0.0,0,14.0,LOW,False
48390,48390,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 03:45:00,6.64,-0.1000000000000005,0.25,-0.4000000000000021,40,10,28.0,LOW,-0.3002454606015686,NORMAL,,0.0,0,14.0,LOW,False
48391,48391,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 04:00:00,6.64,0.0,0.25,0.0,40,10,28.0,LOW,-0.2700515198488204,NORMAL,,0.0,0,14.0,LOW,False
48392,48392,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 04:15:00,6.86,0.2200000000000006,0.25,0.8800000000000026,40,10,28.0,LOW,-0.296862051186974,NORMAL,,0.0,0,14.0,LOW,False
48393,48393,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 04:30:00,6.93,0.0699999999999994,0.25,0.2799999999999976,40,10,28.0,LOW,-0.2958411511853789,NORMAL,,0.0,0,14.0,LOW,False
48394,48394,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 04:45:00,6.4,-0.5299999999999994,0.25,-2.119999999999997,40,40,40.0,MODERATE,-0.2633352717476504,NORMAL,,0.0,0,20.0,LOW,False
48395,48395,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 05:00:00,6.25,-0.1500000000000003,0.25,-0.6000000000000014,40,10,28.0,LOW,-0.2931921280998906,NORMAL,,0.0,0,14.0,LOW,False
48396,48396,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 05:15:00,6.46,0.2099999999999999,0.25,0.8399999999999999,40,10,28.0,LOW,-0.2976286767966829,NORMAL,,0.0,0,14.0,LOW,False
48397,48397,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 05:30:00,7.0,0.54,0.25,2.16,40,40,40.0,MODERATE,-0.2603358112210843,NORMAL,,0.0,0,20.0,LOW,False
48398,48398,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 05:45:00,6.57,-0.4299999999999997,0.25,-1.7199999999999989,40,40,40.0,MODERATE,-0.2786330993823732,NORMAL,,0.0,0,20.0,LOW,False
48399,48399,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 06:00:00,7.19,0.6200000000000001,0.25,2.4800000000000004,40,40,40.0,MODERATE,-0.2465081888543332,NORMAL,,0.0,0,20.0,LOW,False
48400,48400,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 06:15:00,6.68,-0.5100000000000007,0.25,-2.0400000000000027,40,40,40.0,MODERATE,-0.2657224910985604,NORMAL,,0.0,0,20.0,LOW,False
48401,48401,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 06:30:00,6.49,-0.1899999999999995,0.25,-0.759999999999998,40,10,28.0,LOW,-0.2944214858515735,NORMAL,,0.0,0,14.0,LOW,False
48402,48402,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 06:45:00,7.13,0.6399999999999997,0.25,2.5599999999999987,40,40,40.0,MODERATE,-0.2474012358544921,NORMAL,,0.0,0,20.0,LOW,False
48403,48403,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 07:00:00,6.42,-0.71,0.25,-2.84,40,40,40.0,MODERATE,-0.2351143112516078,NORMAL,,0.0,0,20.0,LOW,False
48404,48404,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 07:15:00,6.4,-0.0199999999999995,0.25,-0.0799999999999983,40,10,28.0,LOW,-0.2774916596723508,NORMAL,,0.0,0,14.0,LOW,False
48405,48405,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 07:30:00,6.59,0.1899999999999995,0.25,0.759999999999998,40,10,28.0,LOW,-0.2938351516444127,NORMAL,,0.0,0,14.0,LOW,False
48406,48406,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 07:45:00,6.49,-0.0999999999999996,0.25,-0.3999999999999986,40,10,28.0,LOW,-0.301406433259357,NORMAL,,0.0,0,14.0,LOW,False
48407,48407,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 08:00:00,6.94,0.4500000000000002,0.25,1.8000000000000007,40,40,40.0,MODERATE,-0.2784995008225351,NORMAL,,0.0,0,20.0,LOW,False
48408,48408,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 08:15:00,6.43,-0.5100000000000007,0.25,-2.0400000000000027,40,40,40.0,MODERATE,-0.2672186938532674,NORMAL,,0.0,0,20.0,LOW,False
48409,48409,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 08:30:00,6.67,0.2400000000000002,0.25,0.9600000000000009,40,10,28.0,LOW,-0.29832141245714,NORMAL,,0.0,0,14.0,LOW,False
48410,48410,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 08:45:00,6.6,-0.0700000000000002,0.25,-0.2800000000000011,40,10,28.0,LOW,-0.2974197583642805,NORMAL,,0.0,0,14.0,LOW,False
48411,48411,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 09:00:00,6.69,0.0900000000000007,0.25,0.360000000000003,40,10,28.0,LOW,-0.30004795765041,NORMAL,,0.0,0,14.0,LOW,False
48412,48412,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 09:15:00,6.45,-0.2400000000000002,0.25,-0.9600000000000009,40,10,28.0,LOW,-0.2989372797651559,NORMAL,,0.0,0,14.0,LOW,False
48413,48413,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 09:30:00,6.7,0.25,0.25,1.0,40,40,40.0,MODERATE,-0.2963137690560433,NORMAL,,0.0,0,20.0,LOW,False
48414,48414,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 09:45:00,6.91,0.2099999999999999,0.25,0.8399999999999999,40,10,28.0,LOW,-0.2995795739264137,NORMAL,,0.0,0,14.0,LOW,False
48415,48415,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 10:00:00,5.98,-0.9299999999999996,0.25,-3.719999999999999,10,40,22.0,LOW,-0.1982297268496957,NORMAL,,0.0,0,11.0,LOW,False
48416,48416,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 10:15:00,6.28,0.2999999999999998,0.25,1.1999999999999993,40,40,40.0,MODERATE,-0.2799319596239807,NORMAL,,0.0,0,20.0,LOW,False
48417,48417,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 10:30:00,5.99,-0.29,0.25,-1.16,10,40,22.0,LOW,-0.2769531490535296,NORMAL,,0.0,0,11.0,LOW,False
48418,48418,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 10:45:00,6.2,0.2099999999999999,0.25,0.8399999999999999,10,10,10.0,LOW,-0.3041865969811373,NORMAL,,0.0,0,5.0,LOW,False
48419,48419,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 11:00:00,6.3,0.0999999999999996,0.25,0.3999999999999986,40,10,28.0,LOW,-0.3039792868015768,NORMAL,,0.0,0,14.0,LOW,False
48420,48420,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 11:15:00,6.46,0.1600000000000001,0.25,0.6400000000000006,40,10,28.0,LOW,-0.3054646869623779,NORMAL,,0.0,0,14.0,LOW,False
48421,48421,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 11:30:00,6.61,0.1500000000000003,0.25,0.6000000000000014,40,10,28.0,LOW,-0.3052732793383328,NORMAL,,0.0,0,14.0,LOW,False
48422,48422,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 11:45:00,6.59,-0.0200000000000004,0.25,-0.0800000000000018,40,10,28.0,LOW,-0.2934926103186204,NORMAL,,0.0,0,14.0,LOW,False
48423,48423,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 12:00:00,6.3,-0.29,0.25,-1.16,40,40,40.0,MODERATE,-0.2964527625935102,NORMAL,,0.0,0,20.0,LOW,False
48424,48424,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 12:15:00,5.38,-0.92,0.25,-3.68,10,40,22.0,LOW,-0.1809324026042217,NORMAL,,0.0,0,11.0,LOW,False
48425,48425,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 12:30:00,6.01,0.6299999999999999,0.25,2.52,10,40,22.0,LOW,-0.2288175946636438,NORMAL,,0.0,0,11.0,LOW,False
48426,48426,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 12:45:00,5.8,-0.2099999999999999,0.25,-0.8399999999999999,10,10,10.0,LOW,-0.2832094276070842,NORMAL,,0.0,0,5.0,LOW,False
48427,48427,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 13:00:00,6.03,0.2300000000000004,0.25,0.9200000000000016,10,10,10.0,LOW,-0.2896582084007348,NORMAL,,0.0,0,5.0,LOW,False
48428,48428,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 13:15:00,6.12,0.0899999999999998,0.25,0.3599999999999994,10,10,10.0,LOW,-0.301831129374462,NORMAL,,0.0,0,5.0,LOW,False
48429,48429,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 13:30:00,6.37,0.25,0.25,1.0,40,40,40.0,MODERATE,-0.2981756739468513,NORMAL,,0.0,0,20.0,LOW,False
48430,48430,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 13:45:00,6.24,-0.1299999999999999,0.25,-0.5199999999999996,40,10,28.0,LOW,-0.304567202244031,NORMAL,,0.0,0,14.0,LOW,False
48431,48431,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 14:00:00,6.15,-0.0899999999999998,0.25,-0.3599999999999994,10,10,10.0,LOW,-0.3011354299898675,NORMAL,,0.0,0,5.0,LOW,False
48432,48432,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 14:15:00,5.73,-0.4199999999999999,0.25,-1.6799999999999995,10,40,22.0,LOW,-0.2742440731719823,NORMAL,,0.0,0,11.0,LOW,False
48433,48433,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 14:30:00,6.22,0.4899999999999993,0.25,1.9599999999999973,10,40,22.0,LOW,-0.2687749378662273,NORMAL,,0.0,0,11.0,LOW,False
48434,48434,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 14:45:00,6.01,-0.2099999999999999,0.25,-0.8399999999999999,10,10,10.0,LOW,-0.3003160313107972,NORMAL,,0.0,0,5.0,LOW,False
48435,48435,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 15:00:00,6.18,0.1699999999999999,0.25,0.6799999999999997,10,10,10.0,LOW,-0.3018892417459962,NORMAL,,0.0,0,5.0,LOW,False
48436,48436,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 15:15:00,5.4,-0.7799999999999994,0.25,-3.119999999999997,10,40,22.0,LOW,-0.2179921031769436,NORMAL,,0.0,0,11.0,LOW,False
48437,48437,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 15:30:00,5.99,0.5899999999999999,0.25,2.3599999999999994,10,40,22.0,LOW,-0.2454696824900861,NORMAL,,0.0,0,11.0,LOW,False
48438,48438,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 15:45:00,6.48,0.4900000000000002,0.25,1.9600000000000009,40,40,40.0,MODERATE,-0.2519115969078299,NORMAL,,0.0,0,20.0,LOW,False
48439,48439,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 16:00:00,6.22,-0.2600000000000007,0.25,-1.0400000000000027,10,40,22.0,LOW,-0.2718350857306708,NORMAL,,0.0,0,11.0,LOW,False
48440,48440,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 16:15:00,5.98,-0.2399999999999993,0.25,-0.9599999999999972,10,10,10.0,LOW,-0.298269139505305,NORMAL,,0.0,0,5.0,LOW,False
48441,48441,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 16:30:00,6.07,0.0899999999999998,0.25,0.3599999999999994,10,10,10.0,LOW,-0.2978110714658014,NORMAL,,0.0,0,5.0,LOW,False
48442,48442,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 16:45:00,6.3,0.2299999999999995,0.25,0.9199999999999982,40,10,28.0,LOW,-0.3021477891479721,NORMAL,,0.0,0,14.0,LOW,False
48443,48443,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 17:00:00,6.25,-0.0499999999999998,0.25,-0.1999999999999993,40,10,28.0,LOW,-0.2976521014571842,NORMAL,,0.0,0,14.0,LOW,False
48444,48444,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 17:15:00,6.18,-0.0700000000000002,0.25,-0.2800000000000011,10,10,10.0,LOW,-0.2986405115079731,NORMAL,,0.0,0,5.0,LOW,False
48445,48445,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 17:30:00,6.43,0.25,0.25,1.0,40,40,40.0,MODERATE,-0.2971981763043104,NORMAL,,0.0,0,20.0,LOW,False
48446,48446,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 17:45:00,6.32,-0.1099999999999994,0.25,-0.4399999999999977,40,10,28.0,LOW,-0.302319166784789,NORMAL,,0.0,0,14.0,LOW,False
48447,48447,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 18:00:00,6.35,0.0299999999999993,0.25,0.1199999999999974,40,10,28.0,LOW,-0.2919430247714384,NORMAL,,0.0,0,14.0,LOW,False
48448,48448,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 18:15:00,6.56,0.2099999999999999,0.25,0.8399999999999999,40,10,28.0,LOW,-0.3014703121945405,NORMAL,,0.0,0,14.0,LOW,False
48449,48449,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 18:30:00,6.2,-0.3599999999999994,0.25,-1.4399999999999975,10,40,22.0,LOW,-0.2899003901159059,NORMAL,,0.0,0,11.0,LOW,False
48450,48450,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 18:45:00,6.31,0.1099999999999994,0.25,0.4399999999999977,40,10,28.0,LOW,-0.3048770660890905,NORMAL,,0.0,0,14.0,LOW,False
48451,48451,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 19:00:00,6.27,-0.04,0.25,-0.1600000000000001,40,10,28.0,LOW,-0.2961232137228723,NORMAL,,0.0,0,14.0,LOW,False
48452,48452,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 19:30:00,6.71,0.4400000000000004,0.5,0.8800000000000008,40,10,28.0,LOW,-0.2876170022323854,NORMAL,,0.0,0,14.0,LOW,False
48453,48453,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 19:45:00,6.57,-0.1399999999999996,0.25,-0.5599999999999987,40,10,28.0,LOW,-0.3043402439170597,NORMAL,,0.0,0,14.0,LOW,False
48454,48454,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 20:00:00,6.4,-0.1699999999999999,0.25,-0.6799999999999997,40,10,28.0,LOW,-0.3046099292499837,NORMAL,,0.0,0,14.0,LOW,False
48455,48455,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 20:15:00,6.73,0.33,0.25,1.3200000000000005,40,40,40.0,MODERATE,-0.2922496680697014,NORMAL,,0.0,0,20.0,LOW,False
48456,48456,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 20:30:00,6.66,-0.0700000000000002,0.25,-0.2800000000000011,40,10,28.0,LOW,-0.300272848357533,NORMAL,,0.0,0,14.0,LOW,False
48457,48457,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 20:45:00,6.72,0.0599999999999996,0.25,0.2399999999999984,40,10,28.0,LOW,-0.2979746909298857,NORMAL,,0.0,0,14.0,LOW,False
48458,48458,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 21:00:00,6.49,-0.2299999999999995,0.25,-0.9199999999999982,40,10,28.0,LOW,-0.2992080469914331,NORMAL,,0.0,0,14.0,LOW,False
48459,48459,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 21:15:00,6.72,0.2299999999999995,0.25,0.9199999999999982,40,10,28.0,LOW,-0.2975722320297598,NORMAL,,0.0,0,14.0,LOW,False
48460,48460,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 21:30:00,6.5,-0.2199999999999997,0.25,-0.879999999999999,40,10,28.0,LOW,-0.3030856811548816,NORMAL,,0.0,0,14.0,LOW,False
48461,48461,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 21:45:00,6.93,0.4299999999999997,0.25,1.7199999999999989,40,40,40.0,MODERATE,-0.2793301442879428,NORMAL,,0.0,0,20.0,LOW,False
48462,48462,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 22:00:00,6.76,-0.1699999999999999,0.25,-0.6799999999999997,40,10,28.0,LOW,-0.3012840215196944,NORMAL,,0.0,0,14.0,LOW,False
48463,48463,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 22:15:00,6.19,-0.5699999999999994,0.25,-2.2799999999999976,10,40,22.0,LOW,-0.2554584137966166,NORMAL,,0.0,0,11.0,LOW,False
48464,48464,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 22:30:00,6.59,0.3999999999999994,0.25,1.599999999999998,40,40,40.0,MODERATE,-0.2819363815424344,NORMAL,,0.0,0,20.0,LOW,False
48465,48465,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 22:45:00,6.44,-0.1499999999999994,0.25,-0.5999999999999979,40,10,28.0,LOW,-0.3035840121304167,NORMAL,,0.0,0,14.0,LOW,False
48466,48466,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 23:00:00,7.11,0.6699999999999999,0.25,2.68,40,40,40.0,MODERATE,-0.240836862075383,NORMAL,,0.0,0,20.0,LOW,False
48467,48467,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 23:15:00,6.54,-0.5700000000000003,0.25,-2.280000000000001,40,40,40.0,MODERATE,-0.2553298455596092,NORMAL,,0.0,0,20.0,LOW,False
48468,48468,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 23:30:00,6.45,-0.0899999999999998,0.25,-0.3599999999999994,40,10,28.0,LOW,-0.2904407799333535,NORMAL,,0.0,0,14.0,LOW,False
48469,48469,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-16 23:45:00,6.39,-0.0600000000000005,0.25,-0.240000000000002,40,10,28.0,LOW,-0.2877099621830914,NORMAL,,0.0,0,14.0,LOW,False
48470,48470,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 00:00:00,6.31,-0.08,0.25,-0.3200000000000003,40,10,28.0,LOW,-0.2993310915022068,NORMAL,,0.0,0,14.0,LOW,False
48471,48471,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 00:15:00,6.32,0.0100000000000006,0.25,0.0400000000000027,40,10,28.0,LOW,-0.2872141336135216,NORMAL,,0.0,0,14.0,LOW,False
48472,48472,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 00:30:00,6.78,0.4599999999999999,0.25,1.84,40,40,40.0,MODERATE,-0.2777236466629302,NORMAL,,0.0,0,20.0,LOW,False
48473,48473,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 00:45:00,6.68,-0.1000000000000005,0.25,-0.4000000000000021,40,10,28.0,LOW,-0.2991053434700806,NORMAL,,0.0,0,14.0,LOW,False
48474,48474,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-05-17 01:00:00,6.42,-0.2599999999999998,0.25,-1.0399999999999991,40,40,40.0,MODERATE,-0.298489719446069,NORMAL,,0.0,0,20.0,LOW,False
