_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category
53569,53569,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 14:00:00,62.86,-4.209999999999994,0.25,-16.839999999999975,70,70,70.0,HIGH
53570,53570,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 14:15:00,63.83,0.9699999999999988,0.25,3.879999999999996,70,40,58.0,MODERATE
53571,53571,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 14:30:00,66.39,2.5600000000000023,0.25,10.240000000000007,70,70,70.0,HIGH
53572,53572,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 14:45:00,64.55,-1.8400000000000036,0.25,-7.360000000000014,70,70,70.0,HIGH
53573,53573,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 15:00:00,64.23,-0.3199999999999932,0.25,-1.2799999999999727,70,40,58.0,MODERATE
53574,53574,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 15:15:00,62.67,-1.5600000000000025,0.25,-6.240000000000009,70,70,70.0,HIGH
53575,53575,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 15:30:00,66.5,3.8299999999999983,0.25,15.319999999999991,70,70,70.0,HIGH
53576,53576,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 15:45:00,85.7,19.200000000000003,0.25,76.80000000000001,70,90,78.0,HIGH
53577,53577,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 16:00:00,86.1,0.3999999999999915,0.25,1.599999999999966,70,40,58.0,MODERATE
53578,53578,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 16:15:00,81.58,-4.519999999999996,0.25,-18.079999999999984,70,70,70.0,HIGH
53579,53579,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 16:45:00,84.41,2.8299999999999983,0.5,5.659999999999997,70,70,70.0,HIGH
53580,53580,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 17:00:00,87.86,3.450000000000003,0.25,13.800000000000011,70,70,70.0,HIGH
53581,53581,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 17:15:00,85.63,-2.230000000000004,0.25,-8.920000000000016,70,70,70.0,HIGH
53582,53582,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 17:30:00,86.86,1.230000000000004,0.25,4.920000000000016,70,70,70.0,HIGH
53583,53583,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 17:45:00,98.32,11.459999999999994,0.25,45.839999999999975,70,90,78.0,HIGH
53584,53584,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 18:00:00,100.43,2.1100000000000136,0.25,8.440000000000055,70,70,70.0,HIGH
53585,53585,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 18:15:00,101.7,1.269999999999996,0.25,5.079999999999984,70,70,70.0,HIGH
53586,53586,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 18:30:00,99.44,-2.260000000000005,0.25,-9.04000000000002,70,70,70.0,HIGH
53587,53587,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 18:45:00,90.4,-9.039999999999992,0.25,-36.15999999999997,70,90,78.0,HIGH
53588,53588,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 19:00:00,96.83,6.429999999999993,0.25,25.71999999999997,70,70,70.0,HIGH
53589,53589,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 19:15:00,90.68,-6.149999999999992,0.25,-24.59999999999997,70,70,70.0,HIGH
53590,53590,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 19:30:00,94.4,3.719999999999999,0.25,14.879999999999995,70,70,70.0,HIGH
53591,53591,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 19:45:00,96.78,2.3799999999999955,0.25,9.519999999999982,70,70,70.0,HIGH
53592,53592,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 20:00:00,92.75,-4.030000000000001,0.25,-16.120000000000005,70,70,70.0,HIGH
53593,53593,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 20:15:00,93.94,1.1899999999999975,0.25,4.759999999999991,70,70,70.0,HIGH
53594,53594,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 20:30:00,95.27,1.3299999999999983,0.25,5.319999999999993,70,70,70.0,HIGH
53595,53595,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 20:45:00,94.85,-0.4200000000000017,0.25,-1.6800000000000068,70,40,58.0,MODERATE
53596,53596,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 21:00:00,93.1,-1.75,0.25,-7.0,70,70,70.0,HIGH
53597,53597,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 21:15:00,97.58,4.480000000000004,0.25,17.920000000000016,70,70,70.0,HIGH
53598,53598,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 21:30:00,91.65,-5.929999999999993,0.25,-23.71999999999997,70,70,70.0,HIGH
53599,53599,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 21:45:00,100.49,8.83999999999999,0.25,35.35999999999996,70,90,78.0,HIGH
53600,53600,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 22:00:00,96.0,-4.489999999999995,0.25,-17.95999999999998,70,70,70.0,HIGH
53601,53601,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 22:15:00,86.22,-9.78,0.25,-39.120000000000005,70,90,78.0,HIGH
53602,53602,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 22:30:00,84.1,-2.1200000000000045,0.25,-8.480000000000018,70,70,70.0,HIGH
53603,53603,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 22:45:00,87.44,3.3400000000000034,0.25,13.360000000000014,70,70,70.0,HIGH
53604,53604,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 23:00:00,82.95,-4.489999999999995,0.25,-17.95999999999998,70,70,70.0,HIGH
53605,53605,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 23:15:00,72.48,-10.47,0.25,-41.88,70,90,78.0,HIGH
53606,53606,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 23:30:00,71.89,-0.5900000000000034,0.25,-2.3600000000000136,70,40,58.0,MODERATE
53607,53607,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-09 23:45:00,67.41,-4.480000000000004,0.25,-17.920000000000016,70,70,70.0,HIGH
53608,53608,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 00:00:00,71.24,3.8299999999999983,0.25,15.319999999999991,70,70,70.0,HIGH
53609,53609,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 00:15:00,58.66,-12.579999999999998,0.25,-50.31999999999999,70,90,78.0,HIGH
53610,53610,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 00:30:00,61.16,2.5,0.25,10.0,70,70,70.0,HIGH
53611,53611,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 00:45:00,59.38,-1.779999999999994,0.25,-7.119999999999976,70,70,70.0,HIGH
53612,53612,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 01:00:00,58.1,-1.2800000000000011,0.25,-5.1200000000000045,70,70,70.0,HIGH
53613,53613,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 01:15:00,57.42,-0.6799999999999997,0.25,-2.719999999999999,70,40,58.0,MODERATE
53614,53614,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 01:30:00,60.83,3.4099999999999966,0.25,13.639999999999986,70,70,70.0,HIGH
53615,53615,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 01:45:00,57.07,-3.759999999999998,0.25,-15.039999999999992,70,70,70.0,HIGH
53616,53616,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 02:00:00,63.94,6.869999999999997,0.25,27.47999999999999,70,70,70.0,HIGH
53617,53617,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 02:15:00,57.38,-6.559999999999995,0.25,-26.23999999999998,70,70,70.0,HIGH
53618,53618,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 02:30:00,60.96,3.5799999999999983,0.25,14.319999999999991,70,70,70.0,HIGH
53619,53619,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 02:45:00,57.65,-3.3100000000000023,0.25,-13.240000000000007,70,70,70.0,HIGH
53620,53620,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 03:00:00,56.34,-1.3099999999999952,0.25,-5.239999999999981,70,70,70.0,HIGH
53621,53621,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 03:15:00,58.04,1.6999999999999955,0.25,6.799999999999983,70,70,70.0,HIGH
53622,53622,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 03:30:00,58.55,0.509999999999998,0.25,2.039999999999992,70,40,58.0,MODERATE
53623,53623,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 03:45:00,55.99,-2.559999999999995,0.25,-10.23999999999998,70,70,70.0,HIGH
53624,53624,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 04:00:00,56.41,0.4199999999999946,0.25,1.6799999999999784,70,40,58.0,MODERATE
53625,53625,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 04:15:00,57.63,1.220000000000006,0.25,4.880000000000024,70,70,70.0,HIGH
53626,53626,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 04:30:00,57.6,-0.0300000000000011,0.25,-0.1200000000000045,70,10,46.0,MODERATE
53627,53627,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 04:45:00,60.13,2.530000000000001,0.25,10.120000000000005,70,70,70.0,HIGH
53628,53628,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 05:00:00,57.52,-2.6099999999999994,0.25,-10.439999999999998,70,70,70.0,HIGH
53629,53629,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 05:15:00,58.25,0.7299999999999969,0.25,2.9199999999999875,70,40,58.0,MODERATE
53630,53630,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 05:30:00,63.23,4.979999999999997,0.25,19.919999999999987,70,70,70.0,HIGH
53631,53631,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 05:45:00,63.99,0.7600000000000051,0.25,3.0400000000000205,70,40,58.0,MODERATE
53632,53632,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 06:00:00,62.86,-1.1300000000000026,0.25,-4.52000000000001,70,70,70.0,HIGH
53633,53633,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 06:15:00,79.23,16.370000000000005,0.25,65.48000000000002,70,90,78.0,HIGH
53634,53634,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 06:30:00,81.41,2.1799999999999926,0.25,8.71999999999997,70,70,70.0,HIGH
53635,53635,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 06:45:00,93.22,11.810000000000002,0.25,47.24000000000001,70,90,78.0,HIGH
53636,53636,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 07:00:00,93.36,0.1400000000000005,0.25,0.5600000000000023,70,10,46.0,MODERATE
53637,53637,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 07:15:00,91.08,-2.280000000000001,0.25,-9.120000000000005,70,70,70.0,HIGH
53638,53638,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 07:30:00,95.85,4.769999999999996,0.25,19.079999999999984,70,70,70.0,HIGH
53639,53639,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 07:45:00,96.96,1.1099999999999994,0.25,4.439999999999998,70,70,70.0,HIGH
53640,53640,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 08:00:00,92.63,-4.329999999999998,0.25,-17.319999999999993,70,70,70.0,HIGH
53641,53641,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 08:15:00,79.55,-13.079999999999998,0.25,-52.31999999999999,70,90,78.0,HIGH
53642,53642,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 08:30:00,88.35,8.799999999999997,0.25,35.19999999999999,70,90,78.0,HIGH
53643,53643,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 08:45:00,82.89,-5.459999999999994,0.25,-21.83999999999997,70,70,70.0,HIGH
53644,53644,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 09:00:00,79.72,-3.1700000000000017,0.25,-12.680000000000009,70,70,70.0,HIGH
53645,53645,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 09:15:00,81.65,1.9300000000000068,0.25,7.720000000000027,70,70,70.0,HIGH
53646,53646,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 09:30:00,81.78,0.1299999999999954,0.25,0.5199999999999818,70,10,46.0,MODERATE
53647,53647,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 09:45:00,70.76,-11.019999999999996,0.25,-44.079999999999984,70,90,78.0,HIGH
53648,53648,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 10:00:00,71.93,1.1700000000000017,0.25,4.680000000000007,70,70,70.0,HIGH
53649,53649,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 10:15:00,74.55,2.6199999999999903,0.25,10.47999999999996,70,70,70.0,HIGH
53650,53650,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 10:30:00,72.06,-2.489999999999995,0.25,-9.95999999999998,70,70,70.0,HIGH
53651,53651,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 10:45:00,62.23,-9.830000000000004,0.25,-39.32000000000002,70,90,78.0,HIGH
53652,53652,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 11:00:00,63.35,1.1200000000000043,0.25,4.480000000000018,70,70,70.0,HIGH
53653,53653,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 11:15:00,66.93,3.5800000000000054,0.25,14.320000000000022,70,70,70.0,HIGH
53654,53654,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 11:30:00,65.73,-1.2000000000000028,0.25,-4.800000000000011,70,70,70.0,HIGH
53655,53655,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 11:45:00,65.12,-0.6099999999999994,0.25,-2.4399999999999977,70,40,58.0,MODERATE
53656,53656,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 12:00:00,67.39,2.269999999999996,0.25,9.079999999999984,70,70,70.0,HIGH
53657,53657,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 12:15:00,67.61,0.2199999999999988,0.25,0.8799999999999955,70,10,46.0,MODERATE
53658,53658,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 12:30:00,68.85,1.2399999999999949,0.25,4.95999999999998,70,70,70.0,HIGH
53659,53659,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 12:45:00,63.98,-4.869999999999997,0.25,-19.47999999999999,70,70,70.0,HIGH
53660,53660,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 13:00:00,65.67,1.6900000000000048,0.25,6.760000000000019,70,70,70.0,HIGH
53661,53661,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 13:15:00,63.81,-1.8599999999999997,0.25,-7.439999999999998,70,70,70.0,HIGH
53662,53662,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 13:30:00,67.25,3.4399999999999977,0.25,13.759999999999993,70,70,70.0,HIGH
53663,53663,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 13:45:00,69.33,2.0799999999999983,0.25,8.319999999999993,70,70,70.0,HIGH
53664,53664,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 14:00:00,65.99,-3.3400000000000034,0.25,-13.360000000000014,70,70,70.0,HIGH
53665,53665,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 14:15:00,84.15,18.16000000000001,0.25,72.64000000000004,70,90,78.0,HIGH
53666,53666,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 14:30:00,82.34,-1.8100000000000025,0.25,-7.240000000000009,70,70,70.0,HIGH
53667,53667,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 14:45:00,86.03,3.6899999999999977,0.25,14.759999999999993,70,70,70.0,HIGH
53668,53668,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 15:00:00,80.34,-5.689999999999998,0.25,-22.75999999999999,70,70,70.0,HIGH
53669,53669,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 15:15:00,95.5,15.159999999999997,0.25,60.63999999999999,70,90,78.0,HIGH
53670,53670,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 15:30:00,97.32,1.8199999999999927,0.25,7.279999999999973,70,70,70.0,HIGH
53671,53671,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 15:45:00,96.47,-0.8499999999999943,0.25,-3.3999999999999773,70,40,58.0,MODERATE
53672,53672,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 16:00:00,81.99,-14.480000000000004,0.25,-57.920000000000016,70,90,78.0,HIGH
53673,53673,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 16:15:00,79.85,-2.140000000000001,0.25,-8.560000000000002,70,70,70.0,HIGH
53674,53674,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 16:30:00,81.23,1.3800000000000097,0.25,5.520000000000039,70,70,70.0,HIGH
53675,53675,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 16:45:00,56.36,-24.870000000000005,0.25,-99.48000000000002,70,90,78.0,HIGH
53676,53676,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 17:00:00,61.23,4.869999999999997,0.25,19.47999999999999,70,70,70.0,HIGH
53677,53677,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 17:15:00,60.33,-0.8999999999999986,0.25,-3.5999999999999943,70,40,58.0,MODERATE
53678,53678,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 17:30:00,60.49,0.1600000000000037,0.25,0.6400000000000148,70,10,46.0,MODERATE
53679,53679,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 17:45:00,57.67,-2.8200000000000003,0.25,-11.28,70,70,70.0,HIGH
53680,53680,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 18:00:00,55.62,-2.0500000000000043,0.25,-8.200000000000017,70,70,70.0,HIGH
53681,53681,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 18:15:00,54.24,-1.3799999999999957,0.25,-5.519999999999982,70,70,70.0,HIGH
53682,53682,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 18:30:00,54.26,0.019999999999996,0.25,0.079999999999984,70,10,46.0,MODERATE
53683,53683,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 18:45:00,55.17,0.9100000000000036,0.25,3.640000000000015,70,40,58.0,MODERATE
53684,53684,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 19:00:00,57.97,2.799999999999997,0.25,11.199999999999989,70,70,70.0,HIGH
53685,53685,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 19:15:00,57.42,-0.5499999999999972,0.25,-2.1999999999999886,70,40,58.0,MODERATE
53686,53686,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 19:30:00,54.99,-2.43,0.25,-9.72,70,70,70.0,HIGH
53687,53687,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-10 19:45:00,56.21,1.2199999999999989,0.25,4.879999999999996,70,70,70.0,HIGH
