facility_id,facility_display_name,pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,latitude,longitude,coordinate_source,coordinate_confidence
FACILITY_4406408,1,4406408,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Beradhar,Beradhar,Dewal,,,MISSING,MISSING
FACILITY_6698380,8,6698380,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kimoli,Kimoli,Narayanbagar,,,MISSING,MISSING
FACILITY_9864240,1,9864240,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Paduli Papdiyana Ward No.9,,,,,,MISSING,MISSING
FACILITY_9618808,1,9618808,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Karnaprayag-Municipality,Karnaprayag (NP) -Eda Badhaani Ward No.2,,,,,,MISSING,MISSING
FACILITY_9623218,1,9623218,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Kanol,Kanol,Ghat,,,MISSING,MISSING
FACILITY_3196183,1,3196183,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Bagoli,Bagoli,Karnaprayag,,,MISSING,MISSING
FACILITY_8619003,1,8619003,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Dhurma,Dhurma,Ghat,,,MISSING,MISSING
FACILITY_3887364,1,3887364,UTTARAKHAND,CHAMOLI,THARALI,1,,,Jola,Joula Budjola,Tharali,,,MISSING,MISSING
FACILITY_5176825,1,5176825,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Jilasu,Jilasu,Pokhari,,,MISSING,MISSING
FACILITY_6060158,1,6060158,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Gochar-Municipality,"Gochar (NP) - Banderkhand, Dronagiri Ward No.7",,,,,,MISSING,MISSING
FACILITY_9223249,1,9223249,UTTARAKHAND,CHAMOLI,THARALI,1,,,Gudam State,Talwadi State,Tharali,,,MISSING,MISSING
FACILITY_5410985,1,5410985,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Ropa,Ropa,Dasholi,,,MISSING,MISSING
FACILITY_5699421,1,5699421,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Sinau Talla Malla,Sinau Talla Malla,Pokhari,,,MISSING,MISSING
FACILITY_3657739,1,3657739,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Bamiyala,Bamiyala,Narayanbagar,,,MISSING,MISSING
FACILITY_7613926,7,7613926,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Shrigadh,Srigarh,Pokhari,,,MISSING,MISSING
FACILITY_5416741,3,5416741,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Uper Bazaar Ward No.4,,,,,,MISSING,MISSING
FACILITY_4735670,4,4735670,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Mundoli,Mundoli,Dewal,,,MISSING,MISSING
FACILITY_7961392,5,7961392,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Sidoli,Sidoli,Karnaprayag,,,MISSING,MISSING
FACILITY_4382759,1,4382759,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Sankot,Sankot,Narayanbagar,,,MISSING,MISSING
FACILITY_5952379,5,5952379,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Saliyana Talla,Saliyana Malla,Karnaprayag,,,MISSING,MISSING
FACILITY_7493822,5,7493822,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Ravigram Ward No.9,,,,,,MISSING,MISSING
FACILITY_4836894,7,4836894,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Rain Laga Odar,Palwara,Dewal,,,MISSING,MISSING
FACILITY_9761773,4,9761773,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Lasi,Lasee,Dasholi,,,MISSING,MISSING
FACILITY_4935027,4,4935027,UTTARAKHAND,CHAMOLI,THARALI,1,,,Lolti,Lolti,Tharali,,,MISSING,MISSING
FACILITY_9481674,6,9481674,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Gochar-Municipality,"Gochar (NP) -Panaai Talli, Palsaari Ward No.4",,,,,,MISSING,MISSING
FACILITY_1380151,5,1380151,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Dewar Khandora,Dewar Khadora,Dasholi,,,MISSING,MISSING
FACILITY_1303265,1,1303265,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Nauna,Aason (Aali Majyadi),Gairsain,,,MISSING,MISSING
FACILITY_6190652,1,6190652,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Bara Gaon,Baragaon,Joshimath,,,MISSING,MISSING
FACILITY_5677075,1,5677075,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Bhatmwali,Batagwali,Gairsain,,,MISSING,MISSING
FACILITY_1839225,1,1839225,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Hans Koti,Hanskoti,Narayanbagar,,,MISSING,MISSING
FACILITY_7215420,1,7215420,UTTARAKHAND,CHAMOLI,THARALI,2,Tharali-Town Panchayat,Tharali (NP) - Uper Bazaar Tharali Ward No. 3,,,,,,MISSING,MISSING
FACILITY_4483317,1,4483317,UTTARAKHAND,CHAMOLI,DASHOLI,2,PIPALKOTI-Town Panchayat,Peepalkoti (NP)- Augthala Ward No.2,,,,,,MISSING,MISSING
FACILITY_6499318,1,6499318,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Palethi,Palethi,Dasholi,,,MISSING,MISSING
FACILITY_3477859,1,3477859,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Kheta Manvati,Kheta Manmati,Dewal,,,MISSING,MISSING
FACILITY_1335032,1,1335032,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Charkhilgwar,Sunak,Karnaprayag,,,MISSING,MISSING
FACILITY_4545387,1,4545387,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Sainjilagga Maikot,Kujoun Maikot,Dasholi,,,MISSING,MISSING
FACILITY_1239699,1,1239699,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Devgram,Devgram,Joshimath,,,MISSING,MISSING
FACILITY_3090902,1,3090902,UTTARAKHAND,CHAMOLI,THARALI,1,,,Gumad Laga Gerud,Gudam,Tharali,,,MISSING,MISSING
FACILITY_9390870,1,9390870,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Jyuda,Mal,Narayanbagar,,,MISSING,MISSING
FACILITY_7401661,1,7401661,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Pandav,Dairha,Gairsain,,,MISSING,MISSING
FACILITY_8025892,1,8025892,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Ghatiyana Laga Dungri,Dungri,Narayanbagar,,,MISSING,MISSING
FACILITY_7353199,1,7353199,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Nauli Gunth,Thapli,Karnaprayag,,,MISSING,MISSING
FACILITY_8834066,1,8834066,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Jhuma Khet Talla,Jhumakhet,Gairsain,,,MISSING,MISSING
FACILITY_2899047,1,2899047,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Nail,Nail,Gairsain,,,MISSING,MISSING
FACILITY_1025755,1,1025755,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Raini Chak Lata,Reini,Joshimath,,,MISSING,MISSING
FACILITY_2014543,1,2014543,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kaub,Kaub,Narayanbagar,,,MISSING,MISSING
FACILITY_2911184,1,2911184,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kaldu (Kaleshwar),Kaleshwar,Karnaprayag,,,MISSING,MISSING
FACILITY_7657896,1,7657896,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kukdai,Kukdai,Karnaprayag,,,MISSING,MISSING
FACILITY_3728795,4,3728795,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Lakheri,Lakheri,Gairsain,,,MISSING,MISSING
FACILITY_4739988,7,4739988,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Silodi,Mauna,Narayanbagar,,,MISSING,MISSING
FACILITY_5869425,5,5869425,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Kandai,Kandai,Ghat,,,MISSING,MISSING
FACILITY_1036502,1,1036502,UTTARAKHAND,CHAMOLI,THARALI,1,,,Menta Talla,Maita Malla,Tharali,,,MISSING,MISSING
FACILITY_3159643,4,3159643,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Harishankar,Harishankar,Pokhari,,,MISSING,MISSING
FACILITY_3215691,4,3215691,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Girsa,Girasa,Pokhari,,,MISSING,MISSING
FACILITY_5407053,1,5407053,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Dewar Khandora,Dewar Khadora,Dasholi,,,MISSING,MISSING
FACILITY_7697563,1,7697563,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Raigaon,Raigaon,Narayanbagar,,,MISSING,MISSING
FACILITY_8971691,1,8971691,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Paini,Paini,Joshimath,,,MISSING,MISSING
FACILITY_4926504,1,4926504,UTTARAKHAND,CHAMOLI,THARALI,1,,,Talwari State,Talwadi State,Tharali,,,MISSING,MISSING
FACILITY_3695930,1,3695930,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Palethi,Palethi,Dasholi,,,MISSING,MISSING
FACILITY_3835456,1,3835456,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Vaan,Van,Dewal,,,MISSING,MISSING
FACILITY_2248420,1,2248420,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Karchhuna Malla,Karchhuna,Pokhari,,,MISSING,MISSING
FACILITY_9288210,1,9288210,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Gauna Chak Dhar Kumala,Dharkumala,Dasholi,,,MISSING,MISSING
FACILITY_6950140,1,6950140,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Sainjilagga Maikot,Kujoun Maikot,Dasholi,,,MISSING,MISSING
FACILITY_7405069,1,7405069,UTTARAKHAND,CHAMOLI,THARALI,1,,,Sahu Gaon Laga Junidhar,Gothinda,Tharali,,,MISSING,MISSING
FACILITY_7428004,4,7428004,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Syuni Talli,Syuni Talli,Gairsain,,,MISSING,MISSING
FACILITY_4066649,7,4066649,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Bhainti,Bhenti,Ghat,,,MISSING,MISSING
FACILITY_8333592,5,8333592,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Tairakhansal,Teda Khansal,Dasholi,,,MISSING,MISSING
FACILITY_1793795,5,1793795,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Bachher,Bachher,Dasholi,,,MISSING,MISSING
FACILITY_3932871,2,3932871,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Chhinka,Chhinaka,Dasholi,,,MISSING,MISSING
FACILITY_9046962,2,9046962,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Bhandari Khor,Bhandari Khor,Gairsain,,,MISSING,MISSING
FACILITY_4311597,4,4311597,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Bingar,Bingarh,Pokhari,,,MISSING,MISSING
FACILITY_1728778,4,1728778,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Subhash Nagar Shivaji Ward No.7,,,,,,MISSING,MISSING
FACILITY_9577185,1,9577185,UTTARAKHAND,CHAMOLI,THARALI,1,,,Lolti,Lolti,Tharali,,,MISSING,MISSING
FACILITY_7266099,1,7266099,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Khori Lagga Rana,Dhamak,Pokhari,,,MISSING,MISSING
FACILITY_7721728,5,7721728,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Maithana,Maithana,Dasholi,,,MISSING,MISSING
FACILITY_8236113,1,8236113,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Nausari,Nausari Barmoli,Karnaprayag,,,MISSING,MISSING
FACILITY_4814877,1,4814877,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Dungri,Dungri,Narayanbagar,,,MISSING,MISSING
FACILITY_2840715,1,2840715,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Chamoli Chetrapaal Ward No.11,,,,,,MISSING,MISSING
FACILITY_4631759,1,4631759,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Thaing,Theing,Joshimath,,,MISSING,MISSING
FACILITY_3664994,1,3664994,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kandari Khor,Kandari Khor,Gairsain,,,MISSING,MISSING
FACILITY_1248124,1,1248124,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Nauli,Nauli,Pokhari,,,MISSING,MISSING
FACILITY_4682524,1,4682524,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Devgram,Devgram,Joshimath,,,MISSING,MISSING
FACILITY_5551105,1,5551105,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Raduva,Raduwa,Pokhari,,,MISSING,MISSING
FACILITY_1398545,1,1398545,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Bhatiyana Lagga Lakhi,Bhatiyana,Ghat,,,MISSING,MISSING
FACILITY_9975470,1,9975470,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Pairi,Peri,Ghat,,,MISSING,MISSING
FACILITY_2241555,1,2241555,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Torati,Torti,Dewal,,,MISSING,MISSING
FACILITY_3249769,1,3249769,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Jakhet,Jakhet,Gairsain,,,MISSING,MISSING
FACILITY_2502710,5,2502710,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Karnaprayag-Municipality,Karnaprayag (NP) -Tehseel Colony Ward No.4,,,,,,MISSING,MISSING
FACILITY_2392310,4,2392310,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kei Painti,Kein Penti,Narayanbagar,,,MISSING,MISSING
FACILITY_8091122,1,8091122,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Hailang,Helang,Joshimath,,,MISSING,MISSING
FACILITY_5052642,4,5052642,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Tangni Talli,Tangani Talli,Joshimath,,,MISSING,MISSING
FACILITY_3643746,4,3643746,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Dumak,Dumak,Joshimath,,,MISSING,MISSING
FACILITY_5802231,1,5802231,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kotha,Kota,Gairsain,,,MISSING,MISSING
FACILITY_7667720,4,7667720,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Rohira,Rohida,Gairsain,,,MISSING,MISSING
FACILITY_6951069,8,6951069,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Siwae,Siwai,Pokhari,,,MISSING,MISSING
FACILITY_6265154,7,6265154,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Karnaprayag-Municipality,Karnaprayag (NP) - Uper Bazaar Ward No.7,,,,,,MISSING,MISSING
FACILITY_8716430,1,8716430,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Phaldhiya Gaon,Faldiya Gaon,Dewal,,,MISSING,MISSING
FACILITY_5738978,1,5738978,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Ghuni,Ghuni,Ghat,,,MISSING,MISSING
FACILITY_5128919,1,5128919,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Kamyar,Salla Retoli,Dasholi,,,MISSING,MISSING
FACILITY_4022352,1,4022352,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Ghandiyal,Ghandiyal,Karnaprayag,,,MISSING,MISSING
FACILITY_6267319,1,6267319,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Bharkichak-Urgam,Bharki,Joshimath,,,MISSING,MISSING
FACILITY_3424304,1,3424304,UTTARAKHAND,CHAMOLI,THARALI,1,,,Meltha,Dewalkot,Tharali,,,MISSING,MISSING
FACILITY_5200959,1,5200959,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Hans Koti,Hanskoti,Narayanbagar,,,MISSING,MISSING
FACILITY_7381041,1,7381041,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Sagar Gangol Gaon Ward No.1,,,,,,MISSING,MISSING
FACILITY_4991196,1,4991196,UTTARAKHAND,CHAMOLI,THARALI,1,,,Ruisan,Rui Sana,Tharali,,,MISSING,MISSING
FACILITY_2899393,1,2899393,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Dever Ward No. 7,,,,,,MISSING,MISSING
FACILITY_2234513,4,2234513,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Tefna,Tefna,Karnaprayag,,,MISSING,MISSING
FACILITY_8189274,1,8189274,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Parnmati,Kanol,Ghat,,,MISSING,MISSING
FACILITY_4306891,1,4306891,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Lankhee,Lankhi,Ghat,,,MISSING,MISSING
FACILITY_9745975,5,9745975,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Pogatha,Pogtha,Pokhari,,,MISSING,MISSING
FACILITY_5842103,4,5842103,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Sunil Ward No.7,,,,,,MISSING,MISSING
FACILITY_7378947,4,7378947,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Pokhri Uper Ward No. 1,,,,,,MISSING,MISSING
FACILITY_2653092,1,2653092,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kalchunda,Kalchunda,Gairsain,,,MISSING,MISSING
FACILITY_5873668,1,5873668,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kimoli Talli,Kimoli,Karnaprayag,,,MISSING,MISSING
FACILITY_1764382,1,1764382,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Neeladi,Niladi,Narayanbagar,,,MISSING,MISSING
FACILITY_7079597,4,7079597,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Vaan Madhye Kuling,Kuling,Dewal,,,MISSING,MISSING
FACILITY_2201850,1,2201850,UTTARAKHAND,CHAMOLI,THARALI,1,,,Trikot,Trikot,Tharali,,,MISSING,MISSING
FACILITY_5167900,5,5167900,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kankhul Talla,Kankhul Talla,Karnaprayag,,,MISSING,MISSING
FACILITY_2175501,1,2175501,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Bhagoti,Bhagoti,Narayanbagar,,,MISSING,MISSING
FACILITY_2216471,1,2216471,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Kundi,Kundi,Ghat,,,MISSING,MISSING
FACILITY_6823028,1,6823028,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Losari,Lousari,Dewal,,,MISSING,MISSING
FACILITY_5335363,1,5335363,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Chamoli Chetrapaal Ward No.11,,,,,,MISSING,MISSING
FACILITY_6702421,1,6702421,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Dimar,Dimmar,Karnaprayag,,,MISSING,MISSING
FACILITY_4740697,1,4740697,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Salna,Salna,Pokhari,,,MISSING,MISSING
FACILITY_4144569,4,4144569,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Dungri,Dungri Jaspur,Karnaprayag,,,MISSING,MISSING
FACILITY_6713997,5,6713997,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Latu Gair,Malkot,Gairsain,,,MISSING,MISSING
FACILITY_8996501,1,8996501,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Painka-Maarwaadi Ward No.2,,,,,,MISSING,MISSING
FACILITY_7496140,4,7496140,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Nagali,Nagali,Gairsain,,,MISSING,MISSING
FACILITY_6638579,5,6638579,UTTARAKHAND,CHAMOLI,DASHOLI,2,PIPALKOTI-Town Panchayat,Peepalkoti (NP)- Gadora Ward No.3,,,,,,MISSING,MISSING
FACILITY_8064538,4,8064538,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Vaduk,Vaduk,Ghat,,,MISSING,MISSING
FACILITY_6063757,4,6063757,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kamera,Kameda(Choki),Karnaprayag,,,MISSING,MISSING
FACILITY_4241087,5,4241087,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Simli,Majyadi,Karnaprayag,,,MISSING,MISSING
FACILITY_6504365,1,6504365,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Sarkot,Sarkot,Gairsain,,,MISSING,MISSING
FACILITY_7629310,1,7629310,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Nakot Malla,Nakot,Karnaprayag,,,MISSING,MISSING
FACILITY_2402098,1,2402098,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Bahantara,Himani,Dewal,,,MISSING,MISSING
FACILITY_4417988,1,4417988,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Matai,Matai,Ghat,,,MISSING,MISSING
FACILITY_5809092,1,5809092,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Rohira,Rohida,Gairsain,,,MISSING,MISSING
FACILITY_7726241,1,7726241,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Sarnachai,Sharana Chai,Pokhari,,,MISSING,MISSING
FACILITY_3711887,1,3711887,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Vaan,Van,Dewal,,,MISSING,MISSING
FACILITY_5589046,1,5589046,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Ali Chak Dimar,Dimmar,Karnaprayag,,,MISSING,MISSING
FACILITY_7518365,4,7518365,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Nauna,Aason (Aali Majyadi),Gairsain,,,MISSING,MISSING
FACILITY_3950955,1,3950955,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Sirpa,Aeirwadi,Karnaprayag,,,MISSING,MISSING
FACILITY_2431097,3,2431097,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kund Colony Ward No.3,,,,,,MISSING,MISSING
FACILITY_8440380,5,8440380,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Matai,Matai,Ghat,,,MISSING,MISSING
FACILITY_5245612,1,5245612,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Gairsain Purvi Bhaag Ward No. 3,,,,,,MISSING,MISSING
FACILITY_2054044,4,2054044,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Tali,Gumsaani,Bajpur,,,MISSING,MISSING
FACILITY_2468744,7,2468744,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Khainoli,Khainoli,Narayanbagar,,,MISSING,MISSING
FACILITY_1711624,5,1711624,UTTARAKHAND,CHAMOLI,THARALI,1,,,Alkot,Aalkot,Tharali,,,MISSING,MISSING
FACILITY_9321500,7,9321500,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Uttaraun,Uttraon,Pokhari,,,MISSING,MISSING
FACILITY_6569349,4,6569349,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Saliyana Ward No. 1,,,,,,MISSING,MISSING
FACILITY_7044732,1,7044732,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Saikot,Saikot,Dasholi,,,MISSING,MISSING
FACILITY_5045214,1,5045214,UTTARAKHAND,CHAMOLI,THARALI,1,,,Menta Malla,Maita Malla,Tharali,,,MISSING,MISSING
FACILITY_6217618,6,6217618,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Lower Bazaar Ward No.5,,,,,,MISSING,MISSING
FACILITY_7521870,1,7521870,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Mathakot,Mathkot,Gairsain,,,MISSING,MISSING
FACILITY_9864627,2,9864627,UTTARAKHAND,CHAMOLI,THARALI,1,,,Lolti,Lolti,Tharali,,,MISSING,MISSING
FACILITY_7161773,4,7161773,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kalyana Malla (Lali Kalyani),Kalyani Talli,Gairsain,,,MISSING,MISSING
FACILITY_1594739,7,1594739,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Raini Chak Lata,Reini,Joshimath,,,MISSING,MISSING
FACILITY_5974853,4,5974853,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Mopata,Mopata,Dewal,,,MISSING,MISSING
FACILITY_4935436,5,4935436,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Parawari,Parwari,Gairsain,,,MISSING,MISSING
FACILITY_4285839,4,4285839,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Bahantara,Himani,Dewal,,,MISSING,MISSING
FACILITY_6002127,4,6002127,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Pilang Chatoli,Pilang,Dasholi,,,MISSING,MISSING
FACILITY_1330330,4,1330330,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Langasu,Langasu,Karnaprayag,,,MISSING,MISSING
FACILITY_9735640,4,9735640,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Jakhet,Jakhet,Gairsain,,,MISSING,MISSING
FACILITY_4831032,1,4831032,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Pali Malli,Rithiya Malla,Narayanbagar,,,MISSING,MISSING
FACILITY_7508105,5,7508105,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Bhatoli Lagga Top,Bhatoli Ujjwalpur,Karnaprayag,,,MISSING,MISSING
FACILITY_4275052,1,4275052,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Sawad,Sawad,Dewal,,,MISSING,MISSING
FACILITY_2359564,1,2359564,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Tefna,Tefna,Karnaprayag,,,MISSING,MISSING
FACILITY_5261071,1,5261071,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Manoor,Bedgaon,Narayanbagar,,,MISSING,MISSING
FACILITY_1014582,1,1014582,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Melkhet,Mel Khet,Dewal,,,MISSING,MISSING
FACILITY_4998196,1,4998196,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Naldhura,Naldhura,Dewal,,,MISSING,MISSING
FACILITY_2090125,5,2090125,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Irani,Irani,Dasholi,,,MISSING,MISSING
FACILITY_3346392,1,3346392,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Mokhtalla,Mokh Talla,Ghat,,,MISSING,MISSING
